split,policy,attack_scope,configuration,method,model,top_fraction,top_n,positives_in_top,precision_at_top,recall_at_top,lift_at_top
transicao_dencun_2024,strict,insertion,a_completa,AE,AE:a_completa,0.05,7,6,0.8571428571428571,0.07058823529411765,1.2907563025210083
transicao_dencun_2024,strict,insertion,a_completa,AE,AE:a_completa,0.1,13,11,0.8461538461538461,0.12941176470588237,1.27420814479638
transicao_dencun_2024,strict,displacement,a_completa,AE,AE:a_completa,0.01,1,0,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,a_completa,AE,AE:a_completa,0.05,1,0,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,a_completa,AE,AE:a_completa,0.1,1,0,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,all,a_completa,AE,AE:a_completa,0.01,3,3,1.0,0.02054794520547945,1.7123287671232879
transicao_dencun_2024,sensitivity,all,a_completa,AE,AE:a_completa,0.05,13,9,0.6923076923076923,0.06164383561643835,1.1854583772391991
transicao_dencun_2024,sensitivity,all,a_completa,AE,AE:a_completa,0.1,25,20,0.8,0.136986301369863,1.3698630136986303
transicao_dencun_2024,sensitivity,insertion,a_completa,AE,AE:a_completa,0.01,2,2,1.0,0.023529411764705882,1.5058823529411764
transicao_dencun_2024,sensitivity,insertion,a_completa,AE,AE:a_completa,0.05,7,6,0.8571428571428571,0.07058823529411765,1.2907563025210083
transicao_dencun_2024,sensitivity,insertion,a_completa,AE,AE:a_completa,0.1,13,11,0.8461538461538461,0.12941176470588237,1.27420814479638
transicao_dencun_2024,sensitivity,displacement,a_completa,AE,AE:a_completa,0.01,2,1,0.5,0.01639344262295082,1.0
transicao_dencun_2024,sensitivity,displacement,a_completa,AE,AE:a_completa,0.05,7,4,0.5714285714285714,0.06557377049180328,1.1428571428571428
transicao_dencun_2024,sensitivity,displacement,a_completa,AE,AE:a_completa,0.1,13,9,0.6923076923076923,0.14754098360655737,1.3846153846153846
transicao_dencun_2024,strict,all,a_completa,IF,IF:a_completa,0.01,2,2,1.0,0.023255813953488372,1.5116279069767442
transicao_dencun_2024,strict,all,a_completa,IF,IF:a_completa,0.05,7,7,1.0,0.08139534883720931,1.5116279069767442
transicao_dencun_2024,strict,all,a_completa,IF,IF:a_completa,0.1,13,13,1.0,0.1511627906976744,1.5116279069767442
transicao_dencun_2024,strict,insertion,a_completa,IF,IF:a_completa,0.01,2,2,1.0,0.023529411764705882,1.5058823529411764
transicao_dencun_2024,strict,insertion,a_completa,IF,IF:a_completa,0.05,7,7,1.0,0.08235294117647059,1.5058823529411764
transicao_dencun_2024,strict,insertion,a_completa,IF,IF:a_completa,0.1,13,13,1.0,0.15294117647058825,1.5058823529411764
transicao_dencun_2024,strict,displacement,a_completa,IF,IF:a_completa,0.01,1,0,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,a_completa,IF,IF:a_completa,0.05,1,0,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,a_completa,IF,IF:a_completa,0.1,1,0,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,all,a_completa,IF,IF:a_completa,0.01,3,3,1.0,0.02054794520547945,1.7123287671232879
transicao_dencun_2024,sensitivity,all,a_completa,IF,IF:a_completa,0.05,13,13,1.0,0.08904109589041095,1.7123287671232879
transicao_dencun_2024,sensitivity,all,a_completa,IF,IF:a_completa,0.1,25,24,0.96,0.1643835616438356,1.6438356164383563
transicao_dencun_2024,sensitivity,insertion,a_completa,IF,IF:a_completa,0.01,2,2,1.0,0.023529411764705882,1.5058823529411764
transicao_dencun_2024,sensitivity,insertion,a_completa,IF,IF:a_completa,0.05,7,7,1.0,0.08235294117647059,1.5058823529411764
transicao_dencun_2024,sensitivity,insertion,a_completa,IF,IF:a_completa,0.1,13,13,1.0,0.15294117647058825,1.5058823529411764
transicao_dencun_2024,sensitivity,displacement,a_completa,IF,IF:a_completa,0.01,2,0,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,displacement,a_completa,IF,IF:a_completa,0.05,7,3,0.42857142857142855,0.04918032786885246,0.8571428571428571
transicao_dencun_2024,sensitivity,displacement,a_completa,IF,IF:a_completa,0.1,13,7,0.5384615384615384,0.11475409836065574,1.0769230769230769
transicao_dencun_2024,strict,all,b_completa,AE,AE:b_completa,0.01,2,1,0.5,0.011627906976744186,0.7558139534883721
transicao_dencun_2024,strict,all,b_completa,AE,AE:b_completa,0.05,7,6,0.8571428571428571,0.06976744186046512,1.2956810631229236
transicao_dencun_2024,strict,all,b_completa,AE,AE:b_completa,0.1,13,8,0.6153846153846154,0.09302325581395349,0.930232558139535
transicao_dencun_2024,strict,insertion,b_completa,AE,AE:b_completa,0.01,2,1,0.5,0.011764705882352941,0.7529411764705882
transicao_dencun_2024,strict,insertion,b_completa,AE,AE:b_completa,0.05,7,6,0.8571428571428571,0.07058823529411765,1.2907563025210083
transicao_dencun_2024,strict,insertion,b_completa,AE,AE:b_completa,0.1,13,9,0.6923076923076923,0.10588235294117647,1.0425339366515838
transicao_dencun_2024,strict,displacement,b_completa,AE,AE:b_completa,0.01,1,0,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,b_completa,AE,AE:b_completa,0.05,1,0,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,b_completa,AE,AE:b_completa,0.1,1,0,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,all,b_completa,AE,AE:b_completa,0.01,3,2,0.6666666666666666,0.0136986301369863,1.1415525114155252
transicao_dencun_2024,sensitivity,all,b_completa,AE,AE:b_completa,0.05,13,8,0.6153846153846154,0.0547945205479452,1.0537407797681773
transicao_dencun_2024,sensitivity,all,b_completa,AE,AE:b_completa,0.1,25,14,0.56,0.0958904109589041,0.9589041095890413
transicao_dencun_2024,sensitivity,insertion,b_completa,AE,AE:b_completa,0.01,2,1,0.5,0.011764705882352941,0.7529411764705882
transicao_dencun_2024,sensitivity,insertion,b_completa,AE,AE:b_completa,0.05,7,6,0.8571428571428571,0.07058823529411765,1.2907563025210083
transicao_dencun_2024,sensitivity,insertion,b_completa,AE,AE:b_completa,0.1,13,9,0.6923076923076923,0.10588235294117647,1.0425339366515838
transicao_dencun_2024,sensitivity,displacement,b_completa,AE,AE:b_completa,0.01,2,1,0.5,0.01639344262295082,1.0
transicao_dencun_2024,sensitivity,displacement,b_completa,AE,AE:b_completa,0.05,7,3,0.42857142857142855,0.04918032786885246,0.8571428571428571
transicao_dencun_2024,sensitivity,displacement,b_completa,AE,AE:b_completa,0.1,13,6,0.46153846153846156,0.09836065573770492,0.9230769230769231
transicao_dencun_2024,strict,all,b_completa,IF,IF:b_completa,0.01,2,1,0.5,0.011627906976744186,0.7558139534883721
transicao_dencun_2024,strict,all,b_completa,IF,IF:b_completa,0.05,7,6,0.8571428571428571,0.06976744186046512,1.2956810631229236
transicao_dencun_2024,strict,all,b_completa,IF,IF:b_completa,0.1,13,12,0.9230769230769231,0.13953488372093023,1.3953488372093024
transicao_dencun_2024,strict,insertion,b_completa,IF,IF:b_completa,0.01,2,2,1.0,0.023529411764705882,1.5058823529411764
transicao_dencun_2024,strict,insertion,b_completa,IF,IF:b_completa,0.05,7,7,1.0,0.08235294117647059,1.5058823529411764
transicao_dencun_2024,strict,insertion,b_completa,IF,IF:b_completa,0.1,13,13,1.0,0.15294117647058825,1.5058823529411764
transicao_dencun_2024,strict,displacement,b_completa,IF,IF:b_completa,0.01,1,0,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,b_completa,IF,IF:b_completa,0.05,1,0,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,b_completa,IF,IF:b_completa,0.1,1,0,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,all,b_completa,IF,IF:b_completa,0.01,3,2,0.6666666666666666,0.0136986301369863,1.1415525114155252
transicao_dencun_2024,sensitivity,all,b_completa,IF,IF:b_completa,0.05,13,12,0.9230769230769231,0.0821917808219178,1.5806111696522658
transicao_dencun_2024,sensitivity,all,b_completa,IF,IF:b_completa,0.1,25,24,0.96,0.1643835616438356,1.6438356164383563
transicao_dencun_2024,sensitivity,insertion,b_completa,IF,IF:b_completa,0.01,2,2,1.0,0.023529411764705882,1.5058823529411764
transicao_dencun_2024,sensitivity,insertion,b_completa,IF,IF:b_completa,0.05,7,7,1.0,0.08235294117647059,1.5058823529411764
transicao_dencun_2024,sensitivity,insertion,b_completa,IF,IF:b_completa,0.1,13,13,1.0,0.15294117647058825,1.5058823529411764
transicao_dencun_2024,sensitivity,displacement,b_completa,IF,IF:b_completa,0.01,2,1,0.5,0.01639344262295082,1.0
transicao_dencun_2024,sensitivity,displacement,b_completa,IF,IF:b_completa,0.05,7,3,0.42857142857142855,0.04918032786885246,0.8571428571428571
transicao_dencun_2024,sensitivity,displacement,b_completa,IF,IF:b_completa,0.1,13,5,0.38461538461538464,0.08196721311475409,0.7692307692307693
transicao_dencun_2024,strict,all,c_completa,AE,AE:c_completa,0.01,2,0,0.0,0.0,0.0
transicao_dencun_2024,strict,all,c_completa,AE,AE:c_completa,0.05,7,4,0.5714285714285714,0.046511627906976744,0.8637873754152824
transicao_dencun_2024,strict,all,c_completa,AE,AE:c_completa,0.1,13,8,0.6153846153846154,0.09302325581395349,0.930232558139535
transicao_dencun_2024,strict,insertion,c_completa,AE,AE:c_completa,0.01,2,0,0.0,0.0,0.0
transicao_dencun_2024,strict,insertion,c_completa,AE,AE:c_completa,0.05,7,5,0.7142857142857143,0.058823529411764705,1.0756302521008403
transicao_dencun_2024,strict,insertion,c_completa,AE,AE:c_completa,0.1,13,9,0.6923076923076923,0.10588235294117647,1.0425339366515838
transicao_dencun_2024,strict,displacement,c_completa,AE,AE:c_completa,0.01,1,0,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,c_completa,AE,AE:c_completa,0.05,1,0,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,c_completa,AE,AE:c_completa,0.1,1,0,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,all,c_completa,AE,AE:c_completa,0.01,3,1,0.3333333333333333,0.00684931506849315,0.5707762557077626
transicao_dencun_2024,sensitivity,all,c_completa,AE,AE:c_completa,0.05,13,2,0.15384615384615385,0.0136986301369863,0.2634351949420443
transicao_dencun_2024,sensitivity,all,c_completa,AE,AE:c_completa,0.1,25,8,0.32,0.0547945205479452,0.5479452054794521
transicao_dencun_2024,sensitivity,insertion,c_completa,AE,AE:c_completa,0.01,2,0,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,insertion,c_completa,AE,AE:c_completa,0.05,7,5,0.7142857142857143,0.058823529411764705,1.0756302521008403
transicao_dencun_2024,sensitivity,insertion,c_completa,AE,AE:c_completa,0.1,13,9,0.6923076923076923,0.10588235294117647,1.0425339366515838
transicao_dencun_2024,sensitivity,displacement,c_completa,AE,AE:c_completa,0.01,2,1,0.5,0.01639344262295082,1.0
transicao_dencun_2024,sensitivity,displacement,c_completa,AE,AE:c_completa,0.05,7,1,0.14285714285714285,0.01639344262295082,0.2857142857142857
transicao_dencun_2024,sensitivity,displacement,c_completa,AE,AE:c_completa,0.1,13,1,0.07692307692307693,0.01639344262295082,0.15384615384615385
transicao_dencun_2024,strict,all,c_completa,IF,IF:c_completa,0.01,2,2,1.0,0.023255813953488372,1.5116279069767442
transicao_dencun_2024,strict,all,c_completa,IF,IF:c_completa,0.05,7,7,1.0,0.08139534883720931,1.5116279069767442
transicao_dencun_2024,strict,all,c_completa,IF,IF:c_completa,0.1,13,13,1.0,0.1511627906976744,1.5116279069767442
transicao_dencun_2024,strict,insertion,c_completa,IF,IF:c_completa,0.01,2,2,1.0,0.023529411764705882,1.5058823529411764
transicao_dencun_2024,strict,insertion,c_completa,IF,IF:c_completa,0.05,7,7,1.0,0.08235294117647059,1.5058823529411764
transicao_dencun_2024,strict,insertion,c_completa,IF,IF:c_completa,0.1,13,13,1.0,0.15294117647058825,1.5058823529411764
transicao_dencun_2024,strict,displacement,c_completa,IF,IF:c_completa,0.01,1,0,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,c_completa,IF,IF:c_completa,0.05,1,0,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,c_completa,IF,IF:c_completa,0.1,1,0,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,all,c_completa,IF,IF:c_completa,0.01,3,3,1.0,0.02054794520547945,1.7123287671232879
transicao_dencun_2024,sensitivity,all,c_completa,IF,IF:c_completa,0.05,13,13,1.0,0.08904109589041095,1.7123287671232879
transicao_dencun_2024,sensitivity,all,c_completa,IF,IF:c_completa,0.1,25,23,0.92,0.15753424657534246,1.5753424657534247
transicao_dencun_2024,sensitivity,insertion,c_completa,IF,IF:c_completa,0.01,2,2,1.0,0.023529411764705882,1.5058823529411764
transicao_dencun_2024,sensitivity,insertion,c_completa,IF,IF:c_completa,0.05,7,7,1.0,0.08235294117647059,1.5058823529411764
transicao_dencun_2024,sensitivity,insertion,c_completa,IF,IF:c_completa,0.1,13,13,1.0,0.15294117647058825,1.5058823529411764
transicao_dencun_2024,sensitivity,displacement,c_completa,IF,IF:c_completa,0.01,2,1,0.5,0.01639344262295082,1.0
transicao_dencun_2024,sensitivity,displacement,c_completa,IF,IF:c_completa,0.05,7,3,0.42857142857142855,0.04918032786885246,0.8571428571428571
transicao_dencun_2024,sensitivity,displacement,c_completa,IF,IF:c_completa,0.1,13,4,0.3076923076923077,0.06557377049180328,0.6153846153846154
transicao_dencun_2024,strict,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,2,1,0.5,0.011627906976744186,0.7558139534883721
transicao_dencun_2024,strict,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,7,5,0.7142857142857143,0.05813953488372093,1.079734219269103
transicao_dencun_2024,strict,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.1,13,9,0.6923076923076923,0.10465116279069768,1.0465116279069768
transicao_dencun_2024,strict,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,2,2,1.0,0.023529411764705882,1.5058823529411764
transicao_dencun_2024,strict,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,7,6,0.8571428571428571,0.07058823529411765,1.2907563025210083
transicao_dencun_2024,strict,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.1,13,9,0.6923076923076923,0.10588235294117647,1.0425339366515838
transicao_dencun_2024,strict,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,1,0,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,1,0,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.1,1,0,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,3,2,0.6666666666666666,0.0136986301369863,1.1415525114155252
transicao_dencun_2024,sensitivity,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,13,7,0.5384615384615384,0.04794520547945205,0.922023182297155
transicao_dencun_2024,sensitivity,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.1,25,12,0.48,0.0821917808219178,0.8219178082191781
transicao_dencun_2024,sensitivity,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,2,2,1.0,0.023529411764705882,1.5058823529411764
transicao_dencun_2024,sensitivity,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,7,6,0.8571428571428571,0.07058823529411765,1.2907563025210083
transicao_dencun_2024,sensitivity,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.1,13,9,0.6923076923076923,0.10588235294117647,1.0425339366515838
transicao_dencun_2024,sensitivity,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,2,1,0.5,0.01639344262295082,1.0
transicao_dencun_2024,sensitivity,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,7,3,0.42857142857142855,0.04918032786885246,0.8571428571428571
transicao_dencun_2024,sensitivity,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.1,13,6,0.46153846153846156,0.09836065573770492,0.9230769230769231
transicao_dencun_2024,strict,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,2,1,0.5,0.011627906976744186,0.7558139534883721
transicao_dencun_2024,strict,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,7,6,0.8571428571428571,0.06976744186046512,1.2956810631229236
transicao_dencun_2024,strict,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.1,13,11,0.8461538461538461,0.12790697674418605,1.2790697674418605
transicao_dencun_2024,strict,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,2,2,1.0,0.023529411764705882,1.5058823529411764
transicao_dencun_2024,strict,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,7,7,1.0,0.08235294117647059,1.5058823529411764
transicao_dencun_2024,strict,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.1,13,12,0.9230769230769231,0.1411764705882353,1.3900452488687784
transicao_dencun_2024,strict,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,1,0,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,1,0,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.1,1,0,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,3,2,0.6666666666666666,0.0136986301369863,1.1415525114155252
transicao_dencun_2024,sensitivity,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,13,10,0.7692307692307693,0.0684931506849315,1.3171759747102214
transicao_dencun_2024,sensitivity,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.1,25,16,0.64,0.1095890410958904,1.0958904109589043
transicao_dencun_2024,sensitivity,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,2,2,1.0,0.023529411764705882,1.5058823529411764
transicao_dencun_2024,sensitivity,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,7,7,1.0,0.08235294117647059,1.5058823529411764
transicao_dencun_2024,sensitivity,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.1,13,12,0.9230769230769231,0.1411764705882353,1.3900452488687784
transicao_dencun_2024,sensitivity,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,2,0,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,7,2,0.2857142857142857,0.03278688524590164,0.5714285714285714
transicao_dencun_2024,sensitivity,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.1,13,4,0.3076923076923077,0.06557377049180328,0.6153846153846154
transicao_dencun_2024,strict,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,2,0,0.0,0.0,0.0
transicao_dencun_2024,strict,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,7,3,0.42857142857142855,0.03488372093023256,0.6478405315614618
transicao_dencun_2024,strict,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.1,13,7,0.5384615384615384,0.08139534883720931,0.813953488372093
transicao_dencun_2024,strict,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,2,0,0.0,0.0,0.0
transicao_dencun_2024,strict,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,7,4,0.5714285714285714,0.047058823529411764,0.8605042016806722
transicao_dencun_2024,strict,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.1,13,8,0.6153846153846154,0.09411764705882353,0.9266968325791856
transicao_dencun_2024,strict,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,1,0,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,1,0,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.1,1,0,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,3,0,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,13,6,0.46153846153846156,0.0410958904109589,0.7903055848261329
transicao_dencun_2024,sensitivity,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.1,25,13,0.52,0.08904109589041095,0.8904109589041097
transicao_dencun_2024,sensitivity,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,2,0,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,7,4,0.5714285714285714,0.047058823529411764,0.8605042016806722
transicao_dencun_2024,sensitivity,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.1,13,8,0.6153846153846154,0.09411764705882353,0.9266968325791856
transicao_dencun_2024,sensitivity,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,2,0,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,7,3,0.42857142857142855,0.04918032786885246,0.8571428571428571
transicao_dencun_2024,sensitivity,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.1,13,6,0.46153846153846156,0.09836065573770492,0.9230769230769231
transicao_dencun_2024,strict,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,2,1,0.5,0.011627906976744186,0.7558139534883721
transicao_dencun_2024,strict,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,7,6,0.8571428571428571,0.06976744186046512,1.2956810631229236
transicao_dencun_2024,strict,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.1,13,12,0.9230769230769231,0.13953488372093023,1.3953488372093024
transicao_dencun_2024,strict,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,2,2,1.0,0.023529411764705882,1.5058823529411764
transicao_dencun_2024,strict,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,7,7,1.0,0.08235294117647059,1.5058823529411764
transicao_dencun_2024,strict,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.1,13,13,1.0,0.15294117647058825,1.5058823529411764
transicao_dencun_2024,strict,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,1,0,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,1,0,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.1,1,0,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,3,2,0.6666666666666666,0.0136986301369863,1.1415525114155252
transicao_dencun_2024,sensitivity,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,13,6,0.46153846153846156,0.0410958904109589,0.7903055848261329
transicao_dencun_2024,sensitivity,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.1,25,10,0.4,0.0684931506849315,0.6849315068493151
transicao_dencun_2024,sensitivity,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,2,2,1.0,0.023529411764705882,1.5058823529411764
transicao_dencun_2024,sensitivity,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,7,7,1.0,0.08235294117647059,1.5058823529411764
transicao_dencun_2024,sensitivity,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.1,13,13,1.0,0.15294117647058825,1.5058823529411764
transicao_dencun_2024,sensitivity,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,2,0,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,7,1,0.14285714285714285,0.01639344262295082,0.2857142857142857
transicao_dencun_2024,sensitivity,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.1,13,3,0.23076923076923078,0.04918032786885246,0.46153846153846156
treino_2024_pos_dencun,strict,all,a_completa,AE,AE:a_completa,0.01,19,18,0.9473684210526315,0.014975041597337771,1.437603993344426
treino_2024_pos_dencun,strict,all,a_completa,AE,AE:a_completa,0.05,92,50,0.5434782608695652,0.04159733777038269,0.8247124357954134
treino_2024_pos_dencun,strict,all,a_completa,AE,AE:a_completa,0.1,183,95,0.5191256830601093,0.07903494176372712,0.7877581080712475
treino_2024_pos_dencun,strict,insertion,a_completa,AE,AE:a_completa,0.01,18,18,1.0,0.015503875968992248,1.5004306632213609
treino_2024_pos_dencun,strict,insertion,a_completa,AE,AE:a_completa,0.05,88,60,0.6818181818181818,0.05167958656330749,1.023020906741837
treino_2024_pos_dencun,strict,insertion,a_completa,AE,AE:a_completa,0.1,175,108,0.6171428571428571,0.09302325581395349,0.9259800664451827
treino_2024_pos_dencun,strict,displacement,a_completa,AE,AE:a_completa,0.01,1,0,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,a_completa,AE,AE:a_completa,0.05,5,0,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,a_completa,AE,AE:a_completa,0.1,9,0,0.0,0.0,0.0
treino_2024_pos_dencun,sensitivity,all,a_completa,AE,AE:a_completa,0.01,41,31,0.7560975609756098,0.01333907056798623,1.3234960748919022
treino_2024_pos_dencun,sensitivity,all,a_completa,AE,AE:a_completa,0.05,204,116,0.5686274509803921,0.04991394148020654,0.9953427153994128
treino_2024_pos_dencun,sensitivity,all,a_completa,AE,AE:a_completa,0.1,407,241,0.5921375921375921,0.10370051635111877,1.0364955786642533
treino_2024_pos_dencun,sensitivity,insertion,a_completa,AE,AE:a_completa,0.01,18,18,1.0,0.015503875968992248,1.5004306632213609
treino_2024_pos_dencun,sensitivity,insertion,a_completa,AE,AE:a_completa,0.05,88,60,0.6818181818181818,0.05167958656330749,1.023020906741837
treino_2024_pos_dencun,sensitivity,insertion,a_completa,AE,AE:a_completa,0.1,175,108,0.6171428571428571,0.09302325581395349,0.9259800664451827
treino_2024_pos_dencun,sensitivity,displacement,a_completa,AE,AE:a_completa,0.01,24,13,0.5416666666666666,0.01117798796216681,1.0833333333333333
treino_2024_pos_dencun,sensitivity,displacement,a_completa,AE,AE:a_completa,0.05,117,56,0.47863247863247865,0.04815133276010318,0.9572649572649573
treino_2024_pos_dencun,sensitivity,displacement,a_completa,AE,AE:a_completa,0.1,233,126,0.5407725321888412,0.10834049871023216,1.0815450643776825
treino_2024_pos_dencun,strict,all,a_completa,IF,IF:a_completa,0.01,19,19,1.0,0.015806988352745424,1.5174708818635607
