split,policy,attack_scope,configuration,method,model,threshold,rows,positives,contextual_negatives,tn,fp,fn,tp,precision,recall_sensitivity,specificity,npv,f1,balanced_accuracy,mcc,false_positive_rate,predicted_positive_rate
transicao_dencun_2024,sensitivity,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,q990,250,146,104,104,0,146,0,0.0,0.0,1.0,0.416,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,q995,250,146,104,104,0,146,0,0.0,0.0,1.0,0.416,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,q999,250,146,104,104,0,146,0,0.0,0.0,1.0,0.416,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,q990,128,85,43,43,0,85,0,0.0,0.0,1.0,0.3359375,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,q995,128,85,43,43,0,85,0,0.0,0.0,1.0,0.3359375,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,q999,128,85,43,43,0,85,0,0.0,0.0,1.0,0.3359375,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,q990,122,61,61,61,0,61,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,q995,122,61,61,61,0,61,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,q999,122,61,61,61,0,61,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,q990,130,86,44,44,0,86,0,0.0,0.0,1.0,0.3384615384615385,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,q995,130,86,44,44,0,86,0,0.0,0.0,1.0,0.3384615384615385,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,q999,130,86,44,44,0,86,0,0.0,0.0,1.0,0.3384615384615385,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,q990,128,85,43,43,0,85,0,0.0,0.0,1.0,0.3359375,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,q995,128,85,43,43,0,85,0,0.0,0.0,1.0,0.3359375,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,q999,128,85,43,43,0,85,0,0.0,0.0,1.0,0.3359375,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,q990,2,1,1,1,0,1,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,q995,2,1,1,1,0,1,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,q999,2,1,1,1,0,1,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,q990,250,146,104,104,0,146,0,0.0,0.0,1.0,0.416,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,q995,250,146,104,104,0,146,0,0.0,0.0,1.0,0.416,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,q999,250,146,104,104,0,146,0,0.0,0.0,1.0,0.416,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,q990,128,85,43,43,0,85,0,0.0,0.0,1.0,0.3359375,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,q995,128,85,43,43,0,85,0,0.0,0.0,1.0,0.3359375,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,q999,128,85,43,43,0,85,0,0.0,0.0,1.0,0.3359375,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,q990,122,61,61,61,0,61,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,q995,122,61,61,61,0,61,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,q999,122,61,61,61,0,61,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,q990,130,86,44,44,0,86,0,0.0,0.0,1.0,0.3384615384615385,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,q995,130,86,44,44,0,86,0,0.0,0.0,1.0,0.3384615384615385,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,q999,130,86,44,44,0,86,0,0.0,0.0,1.0,0.3384615384615385,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,q990,128,85,43,43,0,85,0,0.0,0.0,1.0,0.3359375,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,q995,128,85,43,43,0,85,0,0.0,0.0,1.0,0.3359375,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,q999,128,85,43,43,0,85,0,0.0,0.0,1.0,0.3359375,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,q990,2,1,1,1,0,1,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,q995,2,1,1,1,0,1,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,q999,2,1,1,1,0,1,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,q990,250,146,104,104,0,146,0,0.0,0.0,1.0,0.416,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,q995,250,146,104,104,0,146,0,0.0,0.0,1.0,0.416,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,q999,250,146,104,104,0,146,0,0.0,0.0,1.0,0.416,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,q990,128,85,43,43,0,85,0,0.0,0.0,1.0,0.3359375,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,q995,128,85,43,43,0,85,0,0.0,0.0,1.0,0.3359375,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,q999,128,85,43,43,0,85,0,0.0,0.0,1.0,0.3359375,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,q990,122,61,61,61,0,61,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,q995,122,61,61,61,0,61,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,q999,122,61,61,61,0,61,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,q990,130,86,44,44,0,86,0,0.0,0.0,1.0,0.3384615384615385,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,q995,130,86,44,44,0,86,0,0.0,0.0,1.0,0.3384615384615385,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,q999,130,86,44,44,0,86,0,0.0,0.0,1.0,0.3384615384615385,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,q990,128,85,43,43,0,85,0,0.0,0.0,1.0,0.3359375,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,q995,128,85,43,43,0,85,0,0.0,0.0,1.0,0.3359375,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,q999,128,85,43,43,0,85,0,0.0,0.0,1.0,0.3359375,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,q990,2,1,1,1,0,1,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,q995,2,1,1,1,0,1,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,strict,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,q999,2,1,1,1,0,1,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,q990,250,146,104,104,0,146,0,0.0,0.0,1.0,0.416,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,q995,250,146,104,104,0,146,0,0.0,0.0,1.0,0.416,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,q999,250,146,104,104,0,146,0,0.0,0.0,1.0,0.416,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,q990,128,85,43,43,0,85,0,0.0,0.0,1.0,0.3359375,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,q995,128,85,43,43,0,85,0,0.0,0.0,1.0,0.3359375,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,q999,128,85,43,43,0,85,0,0.0,0.0,1.0,0.3359375,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,q990,122,61,61,61,0,61,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,q995,122,61,61,61,0,61,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
transicao_dencun_2024,sensitivity,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,q999,122,61,61,61,0,61,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,strict,all,a_completa,AE,AE:a_completa,q990,1824,1202,622,619,3,1180,22,0.88,0.018302828618968387,0.9951768488745981,0.3440800444691495,0.035859820700896494,0.5067398387467833,0.05495931888395421,0.004823151125401881,0.013706140350877192
treino_2024_pos_dencun,strict,all,a_completa,AE,AE:a_completa,q995,1824,1202,622,622,0,1201,1,1.0,0.0008319467554076539,1.0,0.34119583104772355,0.0016625103906899418,0.5004159733777038,0.016848049281705333,0.0,0.0005482456140350877
treino_2024_pos_dencun,strict,all,a_completa,AE,AE:a_completa,q999,1824,1202,622,622,0,1202,0,0.0,0.0,1.0,0.34100877192982454,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,strict,insertion,a_completa,AE,AE:a_completa,q990,1742,1161,581,581,0,1139,22,1.0,0.018949181739879414,1.0,0.3377906976744186,0.037193575655114115,0.5094745908699397,0.08000535807227677,0.0,0.012629161882893225
treino_2024_pos_dencun,strict,insertion,a_completa,AE,AE:a_completa,q995,1742,1161,581,581,0,1160,1,1.0,0.0008613264427217916,1.0,0.33371625502584723,0.0017211703958691911,0.5004306632213609,0.016954015300802674,0.0,0.000574052812858783
treino_2024_pos_dencun,strict,insertion,a_completa,AE,AE:a_completa,q999,1742,1161,581,581,0,1161,0,0.0,0.0,1.0,0.33352468427095294,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,a_completa,AE,AE:a_completa,q990,82,41,41,38,3,41,0,0.0,0.0,0.926829268292683,0.4810126582278481,0.0,0.4634146341463415,-0.19487094073848926,0.07317073170731703,0.036585365853658534
treino_2024_pos_dencun,strict,displacement,a_completa,AE,AE:a_completa,q995,82,41,41,41,0,41,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,a_completa,AE,AE:a_completa,q999,82,41,41,41,0,41,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,sensitivity,all,a_completa,AE,AE:a_completa,q990,4068,2324,1744,1733,11,2290,34,0.7555555555555555,0.014629948364888123,0.9936926605504587,0.43077305493412876,0.028704094554664415,0.5041613044576734,0.039379438224099075,0.006307339449541316,0.011061946902654867
treino_2024_pos_dencun,sensitivity,all,a_completa,AE,AE:a_completa,q995,4068,2324,1744,1743,1,2322,2,0.6666666666666666,0.0008605851979345956,0.9994266055045872,0.42878228782287825,0.0017189514396218305,0.5001435953512609,0.0052356520410373995,0.0005733944954128267,0.0007374631268436578
treino_2024_pos_dencun,sensitivity,all,a_completa,AE,AE:a_completa,q999,4068,2324,1744,1744,0,2324,0,0.0,0.0,1.0,0.4287118977384464,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,sensitivity,insertion,a_completa,AE,AE:a_completa,q990,1742,1161,581,581,0,1139,22,1.0,0.018949181739879414,1.0,0.3377906976744186,0.037193575655114115,0.5094745908699397,0.08000535807227677,0.0,0.012629161882893225
treino_2024_pos_dencun,sensitivity,insertion,a_completa,AE,AE:a_completa,q995,1742,1161,581,581,0,1160,1,1.0,0.0008613264427217916,1.0,0.33371625502584723,0.0017211703958691911,0.5004306632213609,0.016954015300802674,0.0,0.000574052812858783
treino_2024_pos_dencun,sensitivity,insertion,a_completa,AE,AE:a_completa,q999,1742,1161,581,581,0,1161,0,0.0,0.0,1.0,0.33352468427095294,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,sensitivity,displacement,a_completa,AE,AE:a_completa,q990,2326,1163,1163,1152,11,1151,12,0.5217391304347826,0.010318142734307825,0.9905417024935511,0.5002171081198437,0.02023608768971332,0.5004299226139295,0.004344993319089096,0.009458297506448887,0.009888220120378332
treino_2024_pos_dencun,sensitivity,displacement,a_completa,AE,AE:a_completa,q995,2326,1163,1163,1162,1,1162,1,0.5,0.0008598452278589854,0.999140154772141,0.5,0.0017167381974248928,0.5,0.0,0.0008598452278589797,0.0008598452278589854
treino_2024_pos_dencun,sensitivity,displacement,a_completa,AE,AE:a_completa,q999,2326,1163,1163,1163,0,1163,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,strict,all,a_completa,IF,IF:a_completa,q990,1824,1202,622,620,2,1168,34,0.9444444444444444,0.028286189683860232,0.9967845659163987,0.34675615212527966,0.05492730210016155,0.5125353778001295,0.08544365972527837,0.003215434083601254,0.019736842105263157
treino_2024_pos_dencun,strict,all,a_completa,IF,IF:a_completa,q995,1824,1202,622,621,1,1181,21,0.9545454545454546,0.01747088186356073,0.9983922829581994,0.3446170921198668,0.034313725490196074,0.5079315824108801,0.06888878563488753,0.001607717041800627,0.01206140350877193
treino_2024_pos_dencun,strict,all,a_completa,IF,IF:a_completa,q999,1824,1202,622,622,0,1194,8,1.0,0.0066555740432612314,1.0,0.34251101321585903,0.013223140495867768,0.5033277870216306,0.047745234412353406,0.0,0.0043859649122807015
treino_2024_pos_dencun,strict,insertion,a_completa,IF,IF:a_completa,q990,1742,1161,581,581,0,1127,34,1.0,0.029285099052540915,1.0,0.3401639344262295,0.05690376569037658,0.5146425495262704,0.09980848918691317,0.0,0.01951779563719862
treino_2024_pos_dencun,strict,insertion,a_completa,IF,IF:a_completa,q995,1742,1161,581,581,0,1140,21,1.0,0.01808785529715762,1.0,0.33759442184776295,0.035532994923857864,0.5090439276485789,0.07814319581070334,0.0,0.012055109070034443
treino_2024_pos_dencun,strict,insertion,a_completa,IF,IF:a_completa,q999,1742,1161,581,581,0,1153,8,1.0,0.0068906115417743325,1.0,0.3350634371395617,0.013686911890504704,0.5034453057708872,0.04804989060529111,0.0,0.004592422502870264
treino_2024_pos_dencun,strict,displacement,a_completa,IF,IF:a_completa,q990,82,41,41,39,2,41,0,0.0,0.0,0.9512195121951219,0.4875,0.0,0.47560975609756095,-0.15811388300841897,0.04878048780487809,0.024390243902439025
treino_2024_pos_dencun,strict,displacement,a_completa,IF,IF:a_completa,q995,82,41,41,40,1,41,0,0.0,0.0,0.975609756097561,0.49382716049382713,0.0,0.4878048780487805,-0.1111111111111111,0.024390243902439046,0.012195121951219513
treino_2024_pos_dencun,strict,displacement,a_completa,IF,IF:a_completa,q999,82,41,41,41,0,41,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,sensitivity,all,a_completa,IF,IF:a_completa,q990,4068,2324,1744,1741,3,2288,36,0.9230769230769231,0.01549053356282272,0.9982798165137615,0.43211715065773143,0.030469741853575965,0.5068851750382921,0.06993673384176766,0.0017201834862384802,0.009587020648967551
treino_2024_pos_dencun,sensitivity,all,a_completa,IF,IF:a_completa,q995,4068,2324,1744,1742,2,2301,23,0.92,0.009896729776247849,0.9988532110091743,0.43086816720257237,0.019582801191996593,0.5043749703927111,0.05540826370237664,0.0011467889908256534,0.006145526057030482
treino_2024_pos_dencun,sensitivity,all,a_completa,IF,IF:a_completa,q999,4068,2324,1744,1744,0,2316,8,1.0,0.0034423407917383822,1.0,0.4295566502463054,0.0068610634648370505,0.5017211703958692,0.03845361334784228,0.0,0.0019665683382497543
treino_2024_pos_dencun,sensitivity,insertion,a_completa,IF,IF:a_completa,q990,1742,1161,581,581,0,1127,34,1.0,0.029285099052540915,1.0,0.3401639344262295,0.05690376569037658,0.5146425495262704,0.09980848918691317,0.0,0.01951779563719862
treino_2024_pos_dencun,sensitivity,insertion,a_completa,IF,IF:a_completa,q995,1742,1161,581,581,0,1140,21,1.0,0.01808785529715762,1.0,0.33759442184776295,0.035532994923857864,0.5090439276485789,0.07814319581070334,0.0,0.012055109070034443
treino_2024_pos_dencun,sensitivity,insertion,a_completa,IF,IF:a_completa,q999,1742,1161,581,581,0,1153,8,1.0,0.0068906115417743325,1.0,0.3350634371395617,0.013686911890504704,0.5034453057708872,0.04804989060529111,0.0,0.004592422502870264
treino_2024_pos_dencun,sensitivity,displacement,a_completa,IF,IF:a_completa,q990,2326,1163,1163,1160,3,1161,2,0.4,0.0017196904557179708,0.9974204643164231,0.4997845756139595,0.0034246575342465756,0.4995700773860705,-0.009282766528153118,0.002579535683576939,0.0021496130696474634
treino_2024_pos_dencun,sensitivity,displacement,a_completa,IF,IF:a_completa,q995,2326,1163,1163,1161,2,1161,2,0.5,0.0017196904557179708,0.998280309544282,0.5,0.003427592116538132,0.5,0.0,0.0017196904557179593,0.0017196904557179708
treino_2024_pos_dencun,sensitivity,displacement,a_completa,IF,IF:a_completa,q999,2326,1163,1163,1163,0,1163,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,strict,all,b_completa,AE,AE:b_completa,q990,1824,1202,622,622,0,1202,0,0.0,0.0,1.0,0.34100877192982454,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,strict,all,b_completa,AE,AE:b_completa,q995,1824,1202,622,622,0,1202,0,0.0,0.0,1.0,0.34100877192982454,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,strict,all,b_completa,AE,AE:b_completa,q999,1824,1202,622,622,0,1202,0,0.0,0.0,1.0,0.34100877192982454,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,strict,insertion,b_completa,AE,AE:b_completa,q990,1742,1161,581,581,0,1161,0,0.0,0.0,1.0,0.33352468427095294,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,strict,insertion,b_completa,AE,AE:b_completa,q995,1742,1161,581,581,0,1161,0,0.0,0.0,1.0,0.33352468427095294,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,strict,insertion,b_completa,AE,AE:b_completa,q999,1742,1161,581,581,0,1161,0,0.0,0.0,1.0,0.33352468427095294,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,b_completa,AE,AE:b_completa,q990,82,41,41,41,0,41,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,b_completa,AE,AE:b_completa,q995,82,41,41,41,0,41,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,b_completa,AE,AE:b_completa,q999,82,41,41,41,0,41,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,sensitivity,all,b_completa,AE,AE:b_completa,q990,4068,2324,1744,1741,3,2322,2,0.4,0.0008605851979345956,0.9982798165137615,0.42850110755599313,0.0017174753112924003,0.4995702008558481,-0.012141670164803903,0.0017201834862384802,0.0012291052114060963
treino_2024_pos_dencun,sensitivity,all,b_completa,AE,AE:b_completa,q995,4068,2324,1744,1744,0,2324,0,0.0,0.0,1.0,0.4287118977384464,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,sensitivity,all,b_completa,AE,AE:b_completa,q999,4068,2324,1744,1744,0,2324,0,0.0,0.0,1.0,0.4287118977384464,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,sensitivity,insertion,b_completa,AE,AE:b_completa,q990,1742,1161,581,581,0,1161,0,0.0,0.0,1.0,0.33352468427095294,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,sensitivity,insertion,b_completa,AE,AE:b_completa,q995,1742,1161,581,581,0,1161,0,0.0,0.0,1.0,0.33352468427095294,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,sensitivity,insertion,b_completa,AE,AE:b_completa,q999,1742,1161,581,581,0,1161,0,0.0,0.0,1.0,0.33352468427095294,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,sensitivity,displacement,b_completa,AE,AE:b_completa,q990,2326,1163,1163,1160,3,1161,2,0.4,0.0017196904557179708,0.9974204643164231,0.4997845756139595,0.0034246575342465756,0.4995700773860705,-0.009282766528153118,0.002579535683576939,0.0021496130696474634
treino_2024_pos_dencun,sensitivity,displacement,b_completa,AE,AE:b_completa,q995,2326,1163,1163,1163,0,1163,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,sensitivity,displacement,b_completa,AE,AE:b_completa,q999,2326,1163,1163,1163,0,1163,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,strict,all,b_completa,IF,IF:b_completa,q990,1824,1202,622,620,2,1192,10,0.8333333333333334,0.008319467554076539,0.9967845659163987,0.34216335540838855,0.016474464579901153,0.5025520167352376,0.02992893204401597,0.003215434083601254,0.006578947368421052
treino_2024_pos_dencun,strict,all,b_completa,IF,IF:b_completa,q995,1824,1202,622,622,0,1198,4,1.0,0.0033277870216306157,1.0,0.34175824175824177,0.006633499170812604,0.5016638935108153,0.0337238586383346,0.0,0.0021929824561403508
treino_2024_pos_dencun,strict,all,b_completa,IF,IF:b_completa,q999,1824,1202,622,622,0,1202,0,0.0,0.0,1.0,0.34100877192982454,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,strict,insertion,b_completa,IF,IF:b_completa,q990,1742,1161,581,581,0,1151,10,1.0,0.008613264427217916,1.0,0.33545034642032334,0.01707941929974381,0.5043066322136089,0.05375241888436368,0.0,0.0057405281285878304
treino_2024_pos_dencun,strict,insertion,b_completa,IF,IF:b_completa,q995,1742,1161,581,581,0,1157,4,1.0,0.0034453057708871662,1.0,0.33429228998849253,0.0068669527896995704,0.5017226528854436,0.033937282682330934,0.0,0.002296211251435132
treino_2024_pos_dencun,strict,insertion,b_completa,IF,IF:b_completa,q999,1742,1161,581,581,0,1161,0,0.0,0.0,1.0,0.33352468427095294,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,b_completa,IF,IF:b_completa,q990,82,41,41,39,2,41,0,0.0,0.0,0.9512195121951219,0.4875,0.0,0.47560975609756095,-0.15811388300841897,0.04878048780487809,0.024390243902439025
treino_2024_pos_dencun,strict,displacement,b_completa,IF,IF:b_completa,q995,82,41,41,41,0,41,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
treino_2024_pos_dencun,strict,displacement,b_completa,IF,IF:b_completa,q999,82,41,41,41,0,41,0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
