audit_id,audit_priority,detection_event_id,dataset_id,split,detector,validation_status,semantic_evidence,protocols,pool_addresses,attacker_address,attacker_executor_address,economic_entity_addresses,attacker_front_hash,attacker_front_index,attacker_front_status,attacker_front_selector,attacker_back_hash,attacker_back_index,attacker_back_status,attacker_back_selector,victim_hash,victim_index,victim_status,victim_selector,attacker_gas_cost_wei,attacker_gas_cost_eth,attacker_native_value_out_wei,attacker_transfer_events,attacker_token_deltas_raw_json,weth_delta_wei,weth_delta_eth,weth_after_gas_wei,weth_after_gas_eth,economic_status,front_etherscan_url,back_etherscan_url,victim_etherscan_url
semantic__displacement__2370,1,2370,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,displacement,confirmed,Atacante anterior executou com sucesso e a vítima falhou; mesmo seletor e similaridade de calldata 1.000.,,,0x4a7e0a9e2c628494395a4ea04d9222114f20b00b,,0x4a7e0a9e2c628494395a4ea04d9222114f20b00b,0x60b935f7d5ab4c1e399efad7bc2a913333404471842187a2396a04382d645ccc,48,1,0x0162e2d0,,,,,0x01d8fbc43b27342373d95487abeaa8b835c41ee0ea8027cce00de7a2a538cb5c,49,0,0x0162e2d0,3845010370265744,0.003845010370265744,381000000000000000,1,"{""0x0353e9f2e8783135f2b71063c66ff62345d95e53"":6569146764655686692}",,,,,requires_token_valuation,https://etherscan.io/tx/0x60b935f7d5ab4c1e399efad7bc2a913333404471842187a2396a04382d645ccc,,https://etherscan.io/tx/0x01d8fbc43b27342373d95487abeaa8b835c41ee0ea8027cce00de7a2a538cb5c
semantic__insertion__987,3,987,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v2,0x7054b0f980a7eb5b3a6b3446f3c947d80162775c,0xf9cafeb32467994e3affd61e30865e5ab32abe68,0x429cf888dae41d589d57f6dc685707bec755fe63,0x429cf888dae41d589d57f6dc685707bec755fe63|0xf9cafeb32467994e3affd61e30865e5ab32abe68,0x4d956f8bc91f2b379b2ac74023c291cff3de5a7195ef21b51c1879d99f4126ed,0,1,0x030000f8,0x3e526d3692fd388e97df5bc58a80c390e360dc7ab7a4ecdf4bfb2c5eb71be990,2,1,0x00000000,0xb5627b64dd67ee1d52208d4d9079359b4e92b4bbf0f8c14576357460eac15dd4,1,1,0x38ed1739,6222193202808226,0.006222193202808226,38946800,4,"{""0x1ce270557c1f68cfb577b856766310bf8b47fd9c"":0,""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":6350139211907072}",6350139211907072,0.006350139211907072,127946009098846,0.000127946009098846,weth_surplus_after_gas_observed,https://etherscan.io/tx/0x4d956f8bc91f2b379b2ac74023c291cff3de5a7195ef21b51c1879d99f4126ed,https://etherscan.io/tx/0x3e526d3692fd388e97df5bc58a80c390e360dc7ab7a4ecdf4bfb2c5eb71be990,https://etherscan.io/tx/0xb5627b64dd67ee1d52208d4d9079359b4e92b4bbf0f8c14576357460eac15dd4
semantic__insertion__1001,3,1001,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v2,0x6ef2445ce0aef470c5ace507516e50c0a77e3802,0x8ef57238cd4178eed96cd30a13cbc7448925328e,0x00000023c10000eecb940000b914cdfd76cc83d1,0x00000023c10000eecb940000b914cdfd76cc83d1|0x8ef57238cd4178eed96cd30a13cbc7448925328e,0x3682f17e8a95792fca4c120de853a9d91156709ed66542cf64531831c428ca16,2,1,0xaa9fdfb9,0xb759209de050052952490bb79126fca509c29a0d1c8201ccf95916b4bf55da09,4,1,0xc86ef244,0xf65ebbee10403136577ce344176e16f4fd2df4479e1076556c571cb537497d11,3,1,0x5f575529,10232758514919264,0.010232758514919263,360,2,"{""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":22253806108540928}",22253806108540928,0.022253806108540927,12021047593621664,0.012021047593621664,weth_surplus_after_gas_observed,https://etherscan.io/tx/0x3682f17e8a95792fca4c120de853a9d91156709ed66542cf64531831c428ca16,https://etherscan.io/tx/0xb759209de050052952490bb79126fca509c29a0d1c8201ccf95916b4bf55da09,https://etherscan.io/tx/0xf65ebbee10403136577ce344176e16f4fd2df4479e1076556c571cb537497d11
semantic__insertion__1224,3,1224,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v2,0xddd23787a6b80a794d952f5fb036d0b31a8e6aff,0xdf3504e9d05e54197f5d6db864194b199258571d,0xdc3bfcb3521cd02af66d394f817a0e6fe62ded95,0xdc3bfcb3521cd02af66d394f817a0e6fe62ded95|0xdf3504e9d05e54197f5d6db864194b199258571d,0xde737186163452ec2695ec4a4523674ea32ea0572c7429ebc4f01c66a747910a,3,1,0x08660003,0x3429a41aa8c7fc41faf9f4be83883b7669311d8a5c3b4540f94d3c5a59c1cc3d,5,1,0x08660005,0x5c4c959c1e6cfba6e0188eef0f7db01c2b8ffa65966399374a8d2df9d62fca40,4,1,0x3593564c,20203197784046900,0.020203197784046899,0,4,"{""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":20661469170537858}",20661469170537858,0.020661469170537856,458271386490958,0.000458271386490958,weth_surplus_after_gas_observed,https://etherscan.io/tx/0xde737186163452ec2695ec4a4523674ea32ea0572c7429ebc4f01c66a747910a,https://etherscan.io/tx/0x3429a41aa8c7fc41faf9f4be83883b7669311d8a5c3b4540f94d3c5a59c1cc3d,https://etherscan.io/tx/0x5c4c959c1e6cfba6e0188eef0f7db01c2b8ffa65966399374a8d2df9d62fca40
semantic__insertion__1317,3,1317,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v2,0xb2fb04a19a4fa77eb946f6a51ae9e2641475ee65,0xf9cafeb32467994e3affd61e30865e5ab32abe68,0x429cf888dae41d589d57f6dc685707bec755fe63,0x429cf888dae41d589d57f6dc685707bec755fe63|0xf9cafeb32467994e3affd61e30865e5ab32abe68,0x4d2e5b9793361c71046f72c86041636e8663accb3882dc48e3c921f8637e73b4,65,1,0x02000000,0x99745946bc348cb1d31955b5365af49c11e8e76a573596b7a54508f8ef393dbf,67,1,0x01000000,0x43e410600eecb2065d659349720427671caa990547aedf858dda9bd5d3cfba1c,66,1,0x3593564c,6340938327550512,0.006340938327550512,38969600,4,"{""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":6607031288987648,""0xff44b937788215eca197baaf9af69dbdc214aa04"":0}",6607031288987648,0.006607031288987648,266092961437136,0.000266092961437136,weth_surplus_after_gas_observed,https://etherscan.io/tx/0x4d2e5b9793361c71046f72c86041636e8663accb3882dc48e3c921f8637e73b4,https://etherscan.io/tx/0x99745946bc348cb1d31955b5365af49c11e8e76a573596b7a54508f8ef393dbf,https://etherscan.io/tx/0x43e410600eecb2065d659349720427671caa990547aedf858dda9bd5d3cfba1c
semantic__insertion__1521,3,1521,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v2,0xe4f719c11fc5ab883e32068df99962985645e860,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0x6b75d8af000000e20b7a7ddf000ba900b4009a80|0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x6e98d0d8636fb2357672f3237d3eb2a938fb702136b85f1458b4fa6c08ca89a7,0,1,0x2b69553e,0xcb12bb3e4889f6fa9251b60490bc0bac08df06775e7ee52dac89420bd75c5897,2,1,0x2b95553e,0xe7e3198d97a62438008ee37c6453043cf43c65c96c045c407f4ac6b0366e023c,1,1,0x3593564c,66132556944778972,0.066132556944778972,416,4,"{""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":66464881351589889}",66464881351589889,0.066464881351589886,332324406810917,0.000332324406810917,weth_surplus_after_gas_observed,https://etherscan.io/tx/0x6e98d0d8636fb2357672f3237d3eb2a938fb702136b85f1458b4fa6c08ca89a7,https://etherscan.io/tx/0xcb12bb3e4889f6fa9251b60490bc0bac08df06775e7ee52dac89420bd75c5897,https://etherscan.io/tx/0xe7e3198d97a62438008ee37c6453043cf43c65c96c045c407f4ac6b0366e023c
semantic__insertion__1532,3,1532,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v2,0xb777d386a9f6bf14ff85d92b27dc70209141e787,0x8ef57238cd4178eed96cd30a13cbc7448925328e,0x00000023c10000eecb940000b914cdfd76cc83d1,0x00000023c10000eecb940000b914cdfd76cc83d1|0x8ef57238cd4178eed96cd30a13cbc7448925328e,0x5818d6f9fae64b677757dc70ea53867501a2e052aae18e8d04316824bd5c583b,0,1,0xaa6ff224,0x44216a5ff2e19bb50c49b8569ada7f12f436bcc0107ff488f1c44e572ab6fe1a,2,1,0xc8b777d3,0x667edf7bcd73fe08bf620deb6aaea7b11d94882b68ed38f4649bb5730cfb310e,1,1,0x3593564c,39877725527102716,0.039877725527102718,392,2,"{""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":118323312462921728}",118323312462921728,0.118323312462921729,78445586935819012,0.078445586935819017,weth_surplus_after_gas_observed,https://etherscan.io/tx/0x5818d6f9fae64b677757dc70ea53867501a2e052aae18e8d04316824bd5c583b,https://etherscan.io/tx/0x44216a5ff2e19bb50c49b8569ada7f12f436bcc0107ff488f1c44e572ab6fe1a,https://etherscan.io/tx/0x667edf7bcd73fe08bf620deb6aaea7b11d94882b68ed38f4649bb5730cfb310e
semantic__insertion__1540,3,1540,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v2,0x6c8b0dee9e90ea9f790da5daf6f5b20d23b39689,0xdf3504e9d05e54197f5d6db864194b199258571d,0xdc3bfcb3521cd02af66d394f817a0e6fe62ded95,0xdc3bfcb3521cd02af66d394f817a0e6fe62ded95|0xdf3504e9d05e54197f5d6db864194b199258571d,0xb76ada04933ed853278a98373fb12ba67547b03c6308a969dee5809ab393cb1a,6,1,0x08660026,0x98dad4459a5bc45a47b4f5a22345b333f7e35cedf8dc5bfad3f40d84704e6929,8,1,0x08660024,0xc4ac78ec172cee33223006aef8edfc97b902fc7349af39521da8c25562f65062,7,1,0x3593564c,14888193768831824,0.014888193768831824,0,4,"{""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":15226527203462216}",15226527203462216,0.015226527203462216,338333434630392,0.000338333434630392,weth_surplus_after_gas_observed,https://etherscan.io/tx/0xb76ada04933ed853278a98373fb12ba67547b03c6308a969dee5809ab393cb1a,https://etherscan.io/tx/0x98dad4459a5bc45a47b4f5a22345b333f7e35cedf8dc5bfad3f40d84704e6929,https://etherscan.io/tx/0xc4ac78ec172cee33223006aef8edfc97b902fc7349af39521da8c25562f65062
semantic__insertion__1710,3,1710,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v2,0x5ced44f03ff443bbe14d8ea23bc24425fb89e3ed,0x8ef57238cd4178eed96cd30a13cbc7448925328e,0x00000023c10000eecb940000b914cdfd76cc83d1,0x00000023c10000eecb940000b914cdfd76cc83d1|0x8ef57238cd4178eed96cd30a13cbc7448925328e,0xa2fb7d0972716e948b457e11f14e47728d19897ca33034827c088fe16495dca5,7,1,0xaa594daa,0xdbd5d8ee1c7a61a2e2c888ae14115678590570a52992c20d9f428e11369f7bc1,9,1,0xc85ced44,0x92c6d3c73b03082a3a33606ce9e89a122c22f1b82c02b90d35134538ebcf3a9e,8,1,0x3593564c,3609727421698872,0.003609727421698872,8,2,"{""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":3732189141270528}",3732189141270528,0.003732189141270528,122461719571656,0.000122461719571656,weth_surplus_after_gas_observed,https://etherscan.io/tx/0xa2fb7d0972716e948b457e11f14e47728d19897ca33034827c088fe16495dca5,https://etherscan.io/tx/0xdbd5d8ee1c7a61a2e2c888ae14115678590570a52992c20d9f428e11369f7bc1,https://etherscan.io/tx/0x92c6d3c73b03082a3a33606ce9e89a122c22f1b82c02b90d35134538ebcf3a9e
semantic__insertion__1858,3,1858,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v2,0xacff0c7829e6bf709be1ed77731c9e070bc9aaa1,0x635c2002ca87c41902be1c0fdde01a25d95d92c8,0x429cf888dae41d589d57f6dc685707bec755fe63,0x429cf888dae41d589d57f6dc685707bec755fe63|0x635c2002ca87c41902be1c0fdde01a25d95d92c8,0x6e3b2a41080a6b125ed0629884a9def8217c0aa06dcf373238fd5266bd9402dc,0,1,0x02000000,0xf047f5b0c5e5ef5778c6fe18b34ecf91c6da4d550f1e463ae9898ede969cd53d,2,1,0x01000000,0x46056ff1c811f962faf11ed76612e299fafc607d8a825533cb7682fa3ec591d0,1,1,0x3593564c,15354791544797663,0.015354791544797663,39020200,4,"{""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":20973416228061184,""0xe842e272a18625319cc36f64eb9f97e5ad0c32af"":0}",20973416228061184,0.020973416228061183,5618624683263521,0.005618624683263521,weth_surplus_after_gas_observed,https://etherscan.io/tx/0x6e3b2a41080a6b125ed0629884a9def8217c0aa06dcf373238fd5266bd9402dc,https://etherscan.io/tx/0xf047f5b0c5e5ef5778c6fe18b34ecf91c6da4d550f1e463ae9898ede969cd53d,https://etherscan.io/tx/0x46056ff1c811f962faf11ed76612e299fafc607d8a825533cb7682fa3ec591d0
semantic__insertion__1991,3,1991,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v2,0x048d3180ecf61b82f47078f6ebb3298326d70431,0x8ef57238cd4178eed96cd30a13cbc7448925328e,0x00000023c10000eecb940000b914cdfd76cc83d1,0x00000023c10000eecb940000b914cdfd76cc83d1|0x8ef57238cd4178eed96cd30a13cbc7448925328e,0xf8fbc4a404bda039a6a5fec456ee05f3b336a68d1874072fd41968bda904f878,4,1,0xaa85e0b9,0x8d8f0a223aef5c153ccd0dc44a9d4acbd8681719f47d9e0fed012b752559f1d6,6,1,0xc8048d31,0x1053d94062cd726cba943c2a28e3e5dbaaaf2669c69ef8c9d9ad2bd841469e91,5,1,0x3593564c,6177851373725810,0.006177851373725810,472,2,"{""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":6338950822100992}",6338950822100992,0.006338950822100992,161099448375182,0.000161099448375182,weth_surplus_after_gas_observed,https://etherscan.io/tx/0xf8fbc4a404bda039a6a5fec456ee05f3b336a68d1874072fd41968bda904f878,https://etherscan.io/tx/0x8d8f0a223aef5c153ccd0dc44a9d4acbd8681719f47d9e0fed012b752559f1d6,https://etherscan.io/tx/0x1053d94062cd726cba943c2a28e3e5dbaaaf2669c69ef8c9d9ad2bd841469e91
semantic__insertion__2109,3,2109,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v2,0x5458786a39fa6082439b2757568b59ec1e516569,0x8ef57238cd4178eed96cd30a13cbc7448925328e,0x00000023c10000eecb940000b914cdfd76cc83d1,0x00000023c10000eecb940000b914cdfd76cc83d1|0x8ef57238cd4178eed96cd30a13cbc7448925328e,0x1515af7dc95fc49eb85f795aa55803a70e0a7b335b3461b0d146475cf4931472,1,1,0xaac01b19,0x21730fd714e9a85842c62db349f4ba36e316ca2f52b760316bb7d2a69108c180,3,1,0xc8545878,0xfe893729a60434bcde0c039aca2a6b4965757fe0518110cb845b226431819610,2,1,0x3593564c,143477510020559130,0.143477510020559140,48,2,"{""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":458973983505645568}",458973983505645568,0.458973983505645555,315496473485086438,0.315496473485086415,weth_surplus_after_gas_observed,https://etherscan.io/tx/0x1515af7dc95fc49eb85f795aa55803a70e0a7b335b3461b0d146475cf4931472,https://etherscan.io/tx/0x21730fd714e9a85842c62db349f4ba36e316ca2f52b760316bb7d2a69108c180,https://etherscan.io/tx/0xfe893729a60434bcde0c039aca2a6b4965757fe0518110cb845b226431819610
semantic__insertion__2213,3,2213,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v2,0x47082a75bc16313ef92cfaca1feb885659c3c9b5,0x8ef57238cd4178eed96cd30a13cbc7448925328e,0x00000023c10000eecb940000b914cdfd76cc83d1,0x00000023c10000eecb940000b914cdfd76cc83d1|0x8ef57238cd4178eed96cd30a13cbc7448925328e,0x264523c0e6d0f70ffc6e04a51b8c3f977281ec6c34308fbfaade5b65ab81b6fb,9,1,0xb4c82e3d,0x5571af5b26054aa3fa297e140604ca6fa5e9ba6a83148f63e2de80b7f7333118,11,1,0xc847082a,0xcd289583caabf65bd7d3b38d66829ef380f10a715ea3d2dadd9d9c9d0ba1f67f,10,1,0x3593564c,4256412109263047,0.004256412109263047,296,2,"{""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":5806834438897664}",5806834438897664,0.005806834438897664,1550422329634617,0.001550422329634617,weth_surplus_after_gas_observed,https://etherscan.io/tx/0x264523c0e6d0f70ffc6e04a51b8c3f977281ec6c34308fbfaade5b65ab81b6fb,https://etherscan.io/tx/0x5571af5b26054aa3fa297e140604ca6fa5e9ba6a83148f63e2de80b7f7333118,https://etherscan.io/tx/0xcd289583caabf65bd7d3b38d66829ef380f10a715ea3d2dadd9d9c9d0ba1f67f
semantic__insertion__2232,3,2232,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v2,0xc09bf2b1bc8725903c509e8caeef9190857215a8,0x635c2002ca87c41902be1c0fdde01a25d95d92c8,0x429cf888dae41d589d57f6dc685707bec755fe63,0x429cf888dae41d589d57f6dc685707bec755fe63|0x635c2002ca87c41902be1c0fdde01a25d95d92c8,0x5342e8e5bb00bf6c91d24887ef8063e96cd20528ecff5339a4a9fca75a281a80,1,1,0x03000000,0x22c825cf7b8fed37cbb6ce6e5e4c14c1d7fb9398f81021e7a5d4b3c539e672dc,3,1,0x00000000,0xbbb2a0bd13bf3f675f888368c718be32232d545a7cb61b3bfd7dfb9083c45775,2,1,0x3593564c,39536231134126260,0.039536231134126257,39065000,4,"{""0x73d7c860998ca3c01ce8c808f5577d94d545d1b4"":0,""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":57573499731968000}",57573499731968000,0.057573499731968000,18037268597841740,0.018037268597841740,weth_surplus_after_gas_observed,https://etherscan.io/tx/0x5342e8e5bb00bf6c91d24887ef8063e96cd20528ecff5339a4a9fca75a281a80,https://etherscan.io/tx/0x22c825cf7b8fed37cbb6ce6e5e4c14c1d7fb9398f81021e7a5d4b3c539e672dc,https://etherscan.io/tx/0xbbb2a0bd13bf3f675f888368c718be32232d545a7cb61b3bfd7dfb9083c45775
semantic__insertion__2270,3,2270,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v2,0x47082a75bc16313ef92cfaca1feb885659c3c9b5,0x8ef57238cd4178eed96cd30a13cbc7448925328e,0x00000023c10000eecb940000b914cdfd76cc83d1,0x00000023c10000eecb940000b914cdfd76cc83d1|0x8ef57238cd4178eed96cd30a13cbc7448925328e,0x529ae033566a2f4b88a8f0345e28c1e1f947d10cb9b738bee288171be15dc475,0,1,0xb4c82e3d,0x4c5305ba36513ca00f263619b7e199dec383a2e6d5e4629e924be34e8127e5ea,2,1,0xc847082a,0x18dac449695a3f22935ae71c5eabfb753c7ddbb88ae6a52db266f5cfb6133cc3,1,1,0x3593564c,70883403231557413,0.070883403231557410,40,2,"{""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":217688484662476800}",217688484662476800,0.217688484662476811,146805081430919387,0.146805081430919387,weth_surplus_after_gas_observed,https://etherscan.io/tx/0x529ae033566a2f4b88a8f0345e28c1e1f947d10cb9b738bee288171be15dc475,https://etherscan.io/tx/0x4c5305ba36513ca00f263619b7e199dec383a2e6d5e4629e924be34e8127e5ea,https://etherscan.io/tx/0x18dac449695a3f22935ae71c5eabfb753c7ddbb88ae6a52db266f5cfb6133cc3
semantic__insertion__2442,3,2442,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v2,0xd7cef1e0c02b50e9c5852f47736880b66e50acde,0xcf0fbf9f24df82a0399a25b557896125ae81dfb3,0x000000000c1500d6cf5a65167f131a53c82c1033,0x000000000c1500d6cf5a65167f131a53c82c1033|0xcf0fbf9f24df82a0399a25b557896125ae81dfb3,0x7dc3742c63cad4bb8b73730474d93d6b3395c84db11922d5e34a95d785a5285a,0,1,0xfe37f111,0x75687b6dd2006f64d215de8ef49c9e72e08347698fb4195eace0c874eb7f2b75,2,1,0xc16d0cb3,0xa21938ee1818aa9b9af058f3df8d42d213dadfd90e7ed2689ac89840674d93e0,1,1,0x3593564c,61049279833159152,0.061049279833159151,0,4,"{""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":80296170871505511}",80296170871505511,0.080296170871505507,19246891038346359,0.019246891038346359,weth_surplus_after_gas_observed,https://etherscan.io/tx/0x7dc3742c63cad4bb8b73730474d93d6b3395c84db11922d5e34a95d785a5285a,https://etherscan.io/tx/0x75687b6dd2006f64d215de8ef49c9e72e08347698fb4195eace0c874eb7f2b75,https://etherscan.io/tx/0xa21938ee1818aa9b9af058f3df8d42d213dadfd90e7ed2689ac89840674d93e0
semantic__insertion__2733,3,2733,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,insertion,confirmed,"Estrutura sandwich confirmada: transações consecutivas, mesmo agente nas pernas externas, mesmo pool, front e vítima na mesma direção e back na direção oposta. O resultado líquido após custos será calculado em etapa própria.",uniswap_v2,0x8407b9a9e61101e73fb427c3740c89e10da93d12,0x8ef57238cd4178eed96cd30a13cbc7448925328e,0x00000023c10000eecb940000b914cdfd76cc83d1,0x00000023c10000eecb940000b914cdfd76cc83d1|0x8ef57238cd4178eed96cd30a13cbc7448925328e,0x066184fcca39459dd366cf24739b566d77629b4a55dfd51d2db27d034d246dac,5,1,0xaabadff0,0x61a866ac4583cce63e19ae9302fdd874113bf2d17e870c6e89c7e751a96c16bd,7,1,0xc88407b9,0x82b81f50927f8125c6556626363b1809f77f6793a5e8575fa4554823b6337ebd,6,1,0x3593564c,6312592772118978,0.006312592772118978,208,2,"{""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"":7056747231444992}",7056747231444992,0.007056747231444992,744154459326014,0.000744154459326014,weth_surplus_after_gas_observed,https://etherscan.io/tx/0x066184fcca39459dd366cf24739b566d77629b4a55dfd51d2db27d034d246dac,https://etherscan.io/tx/0x61a866ac4583cce63e19ae9302fdd874113bf2d17e870c6e89c7e751a96c16bd,https://etherscan.io/tx/0x82b81f50927f8125c6556626363b1809f77f6793a5e8575fa4554823b6337ebd
semantic__displacement__284,4,284,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,displacement,probable,"Ordem, seletor, calldata e pool são compatíveis, mas não foi comprovado efeito adverso suficiente; similaridade 0.812.",uniswap_v2,0xecf6182027f1023042b96b47e03659562d14a4a9,0xe8039aeaf3d85adb808faf7db141c1ed839ce776,,0xe8039aeaf3d85adb808faf7db141c1ed839ce776,0xbe032b1942f19a27a0545dbbd8f3836a38da5945a39a29e254fda422af1d9fbf,0,1,0x75713a08,,,,,0x1a6036760618075618e9bd3ded42376b5ec585e0c3cc3272dafaeacfdeeaed43,1,1,0x75713a08,32439115542535280,0.032439115542535278,0,1,"{""0x9dc6136e335ac509aa3bf3561e98f28ace4c54a4"":-6478626000000000000}",,,,,requires_token_valuation,https://etherscan.io/tx/0xbe032b1942f19a27a0545dbbd8f3836a38da5945a39a29e254fda422af1d9fbf,,https://etherscan.io/tx/0x1a6036760618075618e9bd3ded42376b5ec585e0c3cc3272dafaeacfdeeaed43
semantic__displacement__349,4,349,independent_sampled__transicao_dencun_2024,transicao_dencun_2024,displacement,probable,"Ordem, seletor, calldata e pool são compatíveis, mas não foi comprovado efeito adverso suficiente; similaridade 1.000.",uniswap_v2,0x404b13667226f69ad328190cb461892b65f6354e,0xbd4d3e2373e71c18da51a6eb4df452c34047ee41,,0xbd4d3e2373e71c18da51a6eb4df452c34047ee41,0x17e1af76d3dfd5a58777a8a3cf177e2efce331c9866e54ff6c6c8e94366b8562,6,1,0x0162e2d0,,,,,0x6e7211e2f91d433d98583256071c8e8f6de9b5f8f3998631ae24a68e751d0efb,7,1,0x0162e2d0,9780696356581695,0.009780696356581695,600000000000000000,1,"{""0xf34a43471e4a9cbf28e004d1b95b52a59b449dd6"":600000000000000}",,,,,requires_token_valuation,https://etherscan.io/tx/0x17e1af76d3dfd5a58777a8a3cf177e2efce331c9866e54ff6c6c8e94366b8562,,https://etherscan.io/tx/0x6e7211e2f91d433d98583256071c8e8f6de9b5f8f3998631ae24a68e751d0efb
