split,tx_hash,roles,attack_types,event_keys,event_count,strict_label,strict_conflict,sensitivity_label,sensitivity_conflict,reference_scope
treino_2024_pos_dencun,0x06ba7cf8c7433411cda368d910b73d4434144521773beeff947592d687465c8c,victim,displacement,treino_2024_pos_dencun::semantic__displacement__28510,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x06bbcf892fa14acf468bfbc6d51092cc13f4bace1350e28a73a7167cd5d03d4c,victim,insertion,treino_2024_pos_dencun::semantic__insertion__8536,1,0,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x06c2d4e7021634f79d4f1927e61e00292f63908e4d03df647722a998a854ce4f,victim,displacement,treino_2024_pos_dencun::semantic__displacement__7983,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x06c9be16d788c706af431af201a122d2cd2cf4f04580067dd4b25f5447be67ff,attacker_front|victim,displacement,treino_2024_pos_dencun::semantic__displacement__268|treino_2024_pos_dencun::semantic__displacement__270,2,,0,,1,semantic_event_roles_only
treino_2024_pos_dencun,0x06dc887b12b1da58da546f6a64e534c5d0291502e5137d4203d5bd017c60fea7,victim,displacement,treino_2024_pos_dencun::semantic__displacement__5150,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x06ea9aea8adffad1b1427d9822d73c5a1e42ef6e1028a52893fcf6b63b395320,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__17480,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x070486237faf568926329118dbcbb366d80401dd0fb1e4ffdad75322c3758066,victim,insertion,treino_2024_pos_dencun::semantic__insertion__14916,1,0,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0718a1b618c761f86c8f440a85a831acbf4313ebb301734fe2401073cdf3e317,attacker_front,insertion,treino_2024_pos_dencun::semantic__insertion__38258,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0729dab4647354db4861bfd933267c8a739b1d219e69b9151170982d583b8819,attacker_back,insertion,treino_2024_pos_dencun::semantic__insertion__14436,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0730cc9ca37f43bae9c3c548e991b4f8372aa0985bffe62344dc430438ac258e,attacker_back,insertion,treino_2024_pos_dencun::semantic__insertion__18831,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x07316714fcee25aa35f6f7184f5ec0193fbef71d3f5f35d56de070bdfcf37363,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__9847,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0736421df163bd4a3f34cd0b75a2f10ad5d57395f0d4bdf64fc83088cb195327,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__33260,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0740a30174c490158c73e0941dc2bd8db13705b57b5366adc72f5b630bf47146,victim,displacement,treino_2024_pos_dencun::semantic__displacement__27656,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x075c42504d0c9e94a43182575512b24ef31f3796a2d6d4111731430ee09fbb3d,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__31004,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x07620326b28e1bcf7ffd22a224ebde04b70efa3d9004c73c8ce5eb680eb5a0bd,victim,insertion,treino_2024_pos_dencun::semantic__insertion__10808,1,0,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0774903b3d6b630f7b43929cbe6dea740ec7d4206f4f4c227567c4b655ec6ec9,victim,displacement,treino_2024_pos_dencun::semantic__displacement__6335,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0776b5c329f822d597786457e383d0848d2daa7a306dca43a8b7205a6a30e4da,victim,displacement,treino_2024_pos_dencun::semantic__displacement__9223,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x079523211aab0d8c2fb046d11000dec0d81c42d3f4b9a53d7971959a86f7785c,victim,insertion,treino_2024_pos_dencun::semantic__insertion__18387,1,0,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x07963d3277b4e6f3e852eace326568e62f740807138d43f59b6bdb2dd85bbf00,victim,displacement,treino_2024_pos_dencun::semantic__displacement__39705,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x07a1284c2f4f6115804a832a3fb92cf60f2ca41a30e0cb7701ab1680ecc506bd,victim,displacement,treino_2024_pos_dencun::semantic__displacement__14222,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x07a6706904a3d8668a5a3d11ed33f1fc74f61add14a72fb92c8b3a68c91716aa,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__11137,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x07ae16385dc2fc4d150b65817fa2036b421754a0fa9ee71c4469a8c984764d8d,victim,insertion,treino_2024_pos_dencun::semantic__insertion__28377,1,0,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x07b08149e66c54a77bd59bfa304f9c3baae144cb23142573fd19c71e5e02285b,victim,displacement,treino_2024_pos_dencun::semantic__displacement__30693,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x07b6858a8dcf7dfc2627dc389e85bd2b5fbfd600c4acb4ac1a9dbb2cf7ff9999,victim,displacement,treino_2024_pos_dencun::semantic__displacement__2939,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x07cfe80bbeb0b585aee8b730072bd06ba7b8d5b759e3c3e86626ad4f09a84670,victim,displacement,treino_2024_pos_dencun::semantic__displacement__24711,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x07d8c8fae31489173eb0074a9c33b1a15e10646dc31e5940b93c9a08fb38af0a,victim,displacement,treino_2024_pos_dencun::semantic__displacement__15330,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x07ea784c6a2db22faef8dfb3a61847c161d9d9e9a574b2867d2fd36aa6bfb3c3,attacker_front|victim,displacement,treino_2024_pos_dencun::semantic__displacement__5263|treino_2024_pos_dencun::semantic__displacement__5264,2,,0,,1,semantic_event_roles_only
treino_2024_pos_dencun,0x080717ee39cf56570f8c52925e5bbce0579cbfb70f823c27b45c36b9a286f473,attacker_front|victim,displacement,treino_2024_pos_dencun::semantic__displacement__17352|treino_2024_pos_dencun::semantic__displacement__17353,2,,0,,1,semantic_event_roles_only
treino_2024_pos_dencun,0x080803c54d2d0fe6718dad967e4141cc114c7c97d4959a6e6219b46911de095d,victim,displacement,treino_2024_pos_dencun::semantic__displacement__6327,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x080a1ff5de7bb281444019bbd4ba64395357193b21c4ba32c501306e8e8a8ca6,victim,insertion,treino_2024_pos_dencun::semantic__insertion__4885,1,0,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x082343aa0651bd19dc760fab161a7d469b5ab814aebba3895dde918fe1b21bd3,victim,displacement,treino_2024_pos_dencun::semantic__displacement__19680,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0823fb5f6fb156f5f61639a50f7b791635b8a177b72b9f5c587aa46bf189a34a,victim,insertion,treino_2024_pos_dencun::semantic__insertion__17999,1,0,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x082773304b1ff5c856685d248d511c868cbebb236e86bd62e013de478756898b,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__28581,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0840c2c4bb4ad05a884325a1e4553d99f76d730cf68241d4f248ac183b1aabfe,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__9028,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x08699f6becf6aa58a0c2f10e40ffdb0f80871c54f5baf485be32ff4d3ca0af8f,victim,displacement,treino_2024_pos_dencun::semantic__displacement__19540,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x086b171e0e680c3ad202ca25c21c3c0b4c5b4f5c331ec63d56b6fbb596a161cb,attacker_front,insertion,treino_2024_pos_dencun::semantic__insertion__2312,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x088248c1ca8525fdc6391a755809ab0d6b48e280121a6907b05f7af28464e8da,attacker_back,insertion,treino_2024_pos_dencun::semantic__insertion__13849,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x08b11ace089fd7ed411169faba078a6dd721bc369628e43dfae6f78f6ca55c5e,victim,displacement,treino_2024_pos_dencun::semantic__displacement__9561,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x08c272f6cbf55c4b9075138010381d3b60c6c8e5800c58be818b554acb205c3f,attacker_back,insertion,treino_2024_pos_dencun::semantic__insertion__35821,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x08c7353ac1c29c03e3f9d88ab44665528559dca3815019a0b56a901b5527732d,victim,displacement,treino_2024_pos_dencun::semantic__displacement__7432,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x08d24b81baed075f4b7b58699b4193543a0f84d9619226c403ce98246df84256,victim,insertion,treino_2024_pos_dencun::semantic__insertion__1574,1,0,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x08d458fcc0e32028dffa338fbb007a8055fc4f1b034f20df33d11459c1405d10,victim,displacement,treino_2024_pos_dencun::semantic__displacement__22670,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x08d53e13772f1397b77ad9fcbbf6ededea672a12f8733922b90b651723869f70,attacker_back,insertion,treino_2024_pos_dencun::semantic__insertion__16106,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x08d858ca12f095d0bd6614168f308d0d45b82506c9acd428e6040a5ba665e471,attacker_front|victim,displacement,treino_2024_pos_dencun::semantic__displacement__1667|treino_2024_pos_dencun::semantic__displacement__1669,2,,0,,1,semantic_event_roles_only
treino_2024_pos_dencun,0x08d9db847e23c3260144967fc3081d6ddc638795c66631dfc7a5a7caf9b616f9,attacker_front,insertion,treino_2024_pos_dencun::semantic__insertion__28250,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x08de6731fb69e2ea3e3912dd2a9976ad98cde2d6295904c98e23ce3c85571150,victim,displacement,treino_2024_pos_dencun::semantic__displacement__8326,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x08e8d29b6a3f67593c32d2f42fae9d026c2830bbeab449bca4424a98115d744e,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__33365,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0900868f0e99a79528e8181541e809f0af1f2277c99bcafd12e6dbb983adfe61,victim,displacement,treino_2024_pos_dencun::semantic__displacement__15930,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x090148a627588247297c9a64d3481b5c16c8cf933383b3144fd5183bf8932f79,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__6483,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x09080ede951f65c8949ddc9593321be8b18a5f9ea605a1dca40e6519e5c676fd,victim,displacement,treino_2024_pos_dencun::semantic__displacement__15384,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x091bfd760695b259ca3ddf334430b65933aea59e5e5b954bd09271760b09b9b7,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__34025,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x093ac83aacec42a8fcf73e7d0c719939798a13d4e2c816ce5ac2dab43dd9a04c,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__11199,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x093b2d2edec0c886b24cb0c4497983c3bef401b1988639d1e3967723dc998b5f,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__5522,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0961e452b446767653f49377f57fe1576f8b93af10f67414687a2929b261d2b9,victim,insertion,treino_2024_pos_dencun::semantic__insertion__2826,1,0,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x096351c1e7ec9ca62820a397d8c965905ba93f54c96e720d0938d7cd072d5235,victim,displacement,treino_2024_pos_dencun::semantic__displacement__13900,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0973d6d75007641ed18793c20d1a9bba8d2efb56e2ee2878199012b55822b52f,victim,displacement,treino_2024_pos_dencun::semantic__displacement__29400,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x09ac2ed6e4ca62ddb513178c1628542565f5e099a1f4845eea9d585e4006f549,attacker_front,insertion,treino_2024_pos_dencun::semantic__insertion__4212,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x09b8c34e75554cd12727fdc309ddd84739eaec8b02d5c26e83dafc81ca063794,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__12187,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x09c0b908002303f6e96083b4bfc6f83ee9814b6115c0cb5dcd98fdf7398bd998,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__17375,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x09c1e94c742e2ae1147ea7de5690847452503cab4e3ad31af25da3980ab930d0,victim,insertion,treino_2024_pos_dencun::semantic__insertion__18831,1,0,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x09c8f95200f4ab740a957100f9053bbec75fdb15321eb6534990aea4b5b0126f,attacker_back,insertion,treino_2024_pos_dencun::semantic__insertion__5696,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x09d4b2413113b524a015be99a0e2c27513d48586cb13926999b3d8e38e592263,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__1205,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x09e4dd78dee4692744382def632560cc84fededce4de50e8e9f8bc34ad1cb63e,victim,displacement,treino_2024_pos_dencun::semantic__displacement__6343,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x09e54ea279f4434c4cd2613fee97427123c626897931533980e08e1c1e7232ba,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__35716,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x09e6e5099ae21f54497fff5585b6e06c49ff896bc586d1dcb693d64c76d0d849,victim,insertion,treino_2024_pos_dencun::semantic__insertion__36605,1,0,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0a037606bad574ddde5e45838c4ff2cadac028b80dddd26fe12b96129dc59bc1,attacker_front,insertion,treino_2024_pos_dencun::semantic__insertion__21055,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0a1b2021bf8d1b301dfec62cac13187f1b6c3a1c317d3a7916fe9e523bb7ecb9,attacker_front,insertion,treino_2024_pos_dencun::semantic__insertion__34194,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0a37f4d5178d5aba12acc3dff67e9af0454b69f7d064ff8ce09bfb73380784ee,victim,displacement,treino_2024_pos_dencun::semantic__displacement__30985,1,0,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0a3b11f5842338ad786c81e15cc0c6b03947aa938bec628847215c7a974e9653,victim,insertion,treino_2024_pos_dencun::semantic__insertion__18841,1,0,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0a7a717799108349c51d4065461147a1ce74c5a820e3dc1bf1ed82d50bdbb7c4,victim,displacement,treino_2024_pos_dencun::semantic__displacement__14716,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0a8156ee6f6b48eb7398931bb9ff86d9317f8d9d374d44e1fa14a2d1412d5f45,attacker_front,insertion,treino_2024_pos_dencun::semantic__insertion__32463,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0a878fca0f445f68510092515b465413be28482240bfed8f477c2eee549178e0,victim,displacement,treino_2024_pos_dencun::semantic__displacement__13010,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0a87cfb00548e41873b7bcdc2dd08232d3d05967664121bb439adec7228af19f,attacker_front,insertion,treino_2024_pos_dencun::semantic__insertion__21368,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0a89668fd7a8f84bdc5bcc0b1226e71d87bea1ee3105a3d00def1a94212dc86d,victim,displacement,treino_2024_pos_dencun::semantic__displacement__28383,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0a9f181a1bac353100a55acdec60353822870c21c1480747043452f4edd46a83,victim,insertion,treino_2024_pos_dencun::semantic__insertion__18930,1,0,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0aa5b729e1a77f84892a694e15853f06d55751ff2257f9ddb6df227fd8b235a3,attacker_front|victim,displacement,treino_2024_pos_dencun::semantic__displacement__6936|treino_2024_pos_dencun::semantic__displacement__6937,2,,0,,1,semantic_event_roles_only
treino_2024_pos_dencun,0x0ab939d20bdc1df57912b37df361d2980be7d9d2f0734408f0d845f4464f8019,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__20700,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0ac31d173fd1d959c03483e9372e0c921aa058ae97549b69e6cf57cd3f27626a,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__30546,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0ad145e972402e53a44dc1029d4771ec08315010e0a398140299a394a6c59002,attacker_back,insertion,treino_2024_pos_dencun::semantic__insertion__6259,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0af31c20435db91d6771066e1ae2c814ae7a840eaf2a54bdd2da37dcbb45cd46,victim,insertion,treino_2024_pos_dencun::semantic__insertion__4001,1,0,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0afbe019053493f4dfc766965656553a1b0735e7ad05c82047b0850be060f426,victim,insertion,treino_2024_pos_dencun::semantic__insertion__26429,1,0,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0b2c6971f5176d6e8b949491cc7b44330604e1aef309b5150bdb3bae4ba930bf,victim,displacement,treino_2024_pos_dencun::semantic__displacement__9771,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0b32df64f2f5567d3f6a13b5757c7d9e5d38c464ad15774b76ca164a3e3a9ffd,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__26388,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0b39ea06cfe964f2a81dff73d6eaea7c3072a68882bda00a7c853855110cf687,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__1208,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0b48a5fd9645ef0ce48ec49812fcde0791155dd350a3e40c42ac3da09799f224,attacker_front,insertion,treino_2024_pos_dencun::semantic__insertion__33703,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0b4d8e021f5e4ddf6a1417e54a5d441579c589ed4f7b608bafdd2d6cc84473d4,attacker_front|victim,displacement,treino_2024_pos_dencun::semantic__displacement__32822|treino_2024_pos_dencun::semantic__displacement__32824,2,,0,,1,semantic_event_roles_only
treino_2024_pos_dencun,0x0b561351886a4db9b042a9d60d1f830c614fad68922ddb0a966c188cedec5ab8,victim,displacement,treino_2024_pos_dencun::semantic__displacement__12814,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0b707251cf33e79c15d91146bf5fcf5871d12b8f3c23c20a8b65d29d37d7baf6,victim,displacement,treino_2024_pos_dencun::semantic__displacement__18979,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0bbec34bc5effe866602aa8c077914e9eb478d18d515fb95e83422aded51687f,attacker_front|victim,displacement,treino_2024_pos_dencun::semantic__displacement__27479|treino_2024_pos_dencun::semantic__displacement__27482,2,,0,,1,semantic_event_roles_only
treino_2024_pos_dencun,0x0bc056c6899d2048c64f0d4a87ad693604dce2704c565332fce45e26c9bf6dfc,attacker_front|victim,displacement,treino_2024_pos_dencun::semantic__displacement__20306|treino_2024_pos_dencun::semantic__displacement__20307,2,,0,,1,semantic_event_roles_only
treino_2024_pos_dencun,0x0bc5336519555d6b4c0998242528bfca84feaf5cfe90b5a663ae6f84634290ae,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__1315,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0bc6fedde5baf79d4d1ae9b0867c8ba20ac04576cbdb6552fc6e93b0cd36560a,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__30511,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0bc88cf1395cbe08764f96ee15e981beeacd07cb6eda4853f16fb00422fa41fb,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__9225,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0bc8eb4e125b6c44c46b223546dbf5a77055feefe3dd61516c3dba393b3d2423,victim,displacement,treino_2024_pos_dencun::semantic__displacement__11587,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0bd1775bbb1fd8081d4b4fe24fee7b3003bbdedfc65c9b173aa1784f55a29bd5,attacker_back,insertion,treino_2024_pos_dencun::semantic__insertion__20766,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0bd5bd14e0417d9200d12cdc04a4d76ce38f967d0f0235396264d5e88e59b00e,attacker_back,insertion,treino_2024_pos_dencun::semantic__insertion__20074,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0bf48cdab1a6c2f202349515e1d119246e532ecd8763ae6bce911813fe4544f1,attacker_front,insertion,treino_2024_pos_dencun::semantic__insertion__5951,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0bfaf170372374f095f9d84a72d5c8be9e9a98555d47163edae9109a3e46347d,attacker_back,insertion,treino_2024_pos_dencun::semantic__insertion__19429,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0c06bfc9c1c19aa0e310493f2c2998ce35016422b502d52034b5987cd554dfef,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__36995,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0c07a2b7e9e3a2190f5cb367c1d89600c8b3b4c6acbd6f70826b2ae267949fc5,victim,insertion,treino_2024_pos_dencun::semantic__insertion__21234,1,0,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0c1f2afa0074d614a8e207cae6c6bcfc48cbd1abd8dfcbeb4d1dc86fdac8d77e,attacker_front,insertion,treino_2024_pos_dencun::semantic__insertion__13639,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0c30e4fdc2994246808aff685f06cf76f7372a131efd9749c6f60a91ba14fff4,attacker_back,insertion,treino_2024_pos_dencun::semantic__insertion__121,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0c3214d68a67e6beee562affcdc71d97d346a5256ed4c1327bae6c38de8b335b,attacker_back,insertion,treino_2024_pos_dencun::semantic__insertion__2650,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0c4ccc4be818d22df092e848ed5ecffe8e0c3bd5b0a77df7a0ea0e548bb69a45,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__32794,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0c53b9a83b357bb866b90ae7aa2daf274a435b67f9349ff7c716dab3b46364d7,attacker_front,insertion,treino_2024_pos_dencun::semantic__insertion__18866,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0c5c58e477de76aa8bcac7d3c205d782d93679a391e6f69a8af9eaeb786ac142,victim,insertion,treino_2024_pos_dencun::semantic__insertion__32528,1,0,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0c6979efd6ee02113654016c06bb86a787c80daf6fe0af4bc5932475cc482886,attacker_back,insertion,treino_2024_pos_dencun::semantic__insertion__806,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0c6da25f910eec3c590d72d6e934195a770fdca7c7a2d5ca8383ec55f9566d7e,victim,displacement,treino_2024_pos_dencun::semantic__displacement__3135,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0c8538c53719721447cc164b0b213163eb6fd71fce3b635aa799cd0ca71da31f,attacker_back,insertion,treino_2024_pos_dencun::semantic__insertion__39654,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0c8dd8e6311f850405c2c793d36e0ed80d8bd727fed7296954c3cd7b583a3bec,attacker_back,insertion,treino_2024_pos_dencun::semantic__insertion__15087,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0c911028fc57dbdaebc1ce49319255cd82856060819f39c281a2e6c9e34bcf06,attacker_front,insertion,treino_2024_pos_dencun::semantic__insertion__16905,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0c9c63bdba1c59f1f053db84e07865abf8067e2f500364a40313b41e11ff9275,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__25579,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0ce056e605ff8f2b555be7fd1a87a33a9b7f88d4f636fd0a2a1229a200b9539d,attacker_front,insertion,treino_2024_pos_dencun::semantic__insertion__9501,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0d04f39ffbeab6a74678a39708126b89f92d65a7d362e89a97cef84543d86884,attacker_back,insertion,treino_2024_pos_dencun::semantic__insertion__37940,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0d115fff6c61fb9c20a1ea05ae2daf432159c63fcb563acbbfa32fccb16f2293,victim,displacement,treino_2024_pos_dencun::semantic__displacement__11958,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0d22038ac142bf8a490d394fb5f3597388891450ad455445168f9da48abd4f96,attacker_front,insertion,treino_2024_pos_dencun::semantic__insertion__13482,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0d2474adc387fc43c50a1bb7eca0be4ee48fbb60acf2d6d26034934e3cebb36a,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__40530,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0d248c1b7ce4123859e2d843c0315d88150a25ce3ac0ceb6d45f5b6d01dc3f53,attacker_front,insertion,treino_2024_pos_dencun::semantic__insertion__20766,1,1,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0d440de5c69fa2fcc8b7f8c154126a724909848ec468aee6947408bc803403dd,victim,displacement,treino_2024_pos_dencun::semantic__displacement__91,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0d536d4c6a9f29f708589691700179bc3080dbc2a206d896b831805c215e4bfa,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__8836,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0d57c4896c55441ce55ed2da5a1217f21c178767a24152ffb8d92a58a41db1e6,victim,displacement,treino_2024_pos_dencun::semantic__displacement__7207,1,,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0d5f6982c1b6b6b919477a47b0ac6a687b987cf38e723bc3502e42b845b470e3,attacker_front,displacement,treino_2024_pos_dencun::semantic__displacement__15390,1,,0,1,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0d67aada351d4585c58c1912e25ec43f1565f328e159648a4617ca208a74a464,victim,insertion,treino_2024_pos_dencun::semantic__insertion__41056,1,0,0,0,0,semantic_event_roles_only
treino_2024_pos_dencun,0x0d7dde790d5b2c911377fdff5f5165b8aed2fe057a9dc70cbc699ffa872f563a,victim,insertion,treino_2024_pos_dencun::semantic__insertion__28545,1,0,0,0,0,semantic_event_roles_only
