event_key,audit_id,detection_event_id,split,source_detector,adjudicated_type,semantic_status,decision,evidence_quality,reason_codes,notes,reviewer,reviewed_at_utc,decision_source,validation_result,attacker_front_hash,attacker_back_hash,victim_hash,protocols,pool_addresses,economic_status,strict_positive_event,sensitivity_positive_event
estresse_pre_dencun_2024::semantic__displacement__2100,semantic__displacement__2100,2100,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 2100: atacante no índice 241 antes da vítima no índice 242, mesmo seletor, similaridade de calldata 0.800 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0xa0a820b214071137cfa71503a457b26f351e13577d2e91b9be81f7a4caee9624,,0xa5fe320db23a18305608023ab94050f30431582a2ea24b6461a719e36d26a44e,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2102,semantic__displacement__2102,2102,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 2102: atacante no índice 243 antes da vítima no índice 244, mesmo seletor, similaridade de calldata 0.800 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0x2de20e9940ec29f5058930e99d18df3150d4b6f5ba77708e05dba95297e00510,,0xba620d503503580994844b94ed4245fd0a7965cf2d9d757bdde67e2bd2108efa,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2103,semantic__displacement__2103,2103,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 2103: atacante no índice 242 antes da vítima no índice 243, mesmo seletor, similaridade de calldata 0.800 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0xa5fe320db23a18305608023ab94050f30431582a2ea24b6461a719e36d26a44e,,0x2de20e9940ec29f5058930e99d18df3150d4b6f5ba77708e05dba95297e00510,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2106,semantic__displacement__2106,2106,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 2106: atacante no índice 244 antes da vítima no índice 245, mesmo seletor, similaridade de calldata 0.800 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0xba620d503503580994844b94ed4245fd0a7965cf2d9d757bdde67e2bd2108efa,,0xdbf2d7797db32f863fb7907f57238d2634289575e83a051792e6bda1ad32e8c8,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2110,semantic__displacement__2110,2110,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 2110: atacante no índice 248 antes da vítima no índice 249, mesmo seletor, similaridade de calldata 0.800 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0xbba79cbd9fc666fa115860da6bdb80694a085abbe6a17572b19ed21f4f929b27,,0x305c593f3a7de810c3a5823ffe10e26eca0c1173dfaf13fe904580593cda55fb,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2111,semantic__displacement__2111,2111,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 2111: atacante no índice 247 antes da vítima no índice 248, mesmo seletor, similaridade de calldata 0.800 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0xe0bb8a81124ada5fd30fe8772e6314d9f8f95b8359f376cf49e864686f300077,,0xbba79cbd9fc666fa115860da6bdb80694a085abbe6a17572b19ed21f4f929b27,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2120,semantic__displacement__2120,2120,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 2120: atacante no índice 256 antes da vítima no índice 257, mesmo seletor, similaridade de calldata 0.800 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0x3c48e540a2af136e9beb0fbfe2aa8feeda6f531077caa19c98e5002ddd0a538d,,0xdbba80795888add5025b8ca1a9b3905bebf80f8ee4a8ddd136d418451db4d074,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2123,semantic__displacement__2123,2123,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 2123: atacante no índice 257 antes da vítima no índice 258, mesmo seletor, similaridade de calldata 0.800 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0xdbba80795888add5025b8ca1a9b3905bebf80f8ee4a8ddd136d418451db4d074,,0x0bfc90aab35fa8e9760e24a1c90fd2423c5e88c275373ca41e06c10195427cc5,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2128,semantic__displacement__2128,2128,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 2128: atacante no índice 262 antes da vítima no índice 263, mesmo seletor, similaridade de calldata 0.800 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0x3ed772cf96258df7eac501fce2ba4844e926e7d79e6ed714701819e7ba05f682,,0x766179a421ce9ca04edbf6f745140852fab76dab25f653258160d3dc02f042c5,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2134,semantic__displacement__2134,2134,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 2134: atacante no índice 267 antes da vítima no índice 268, mesmo seletor, similaridade de calldata 0.800 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0x449957be777915a5dc5b9fe8c3cb1f35ccd2236c47d8fcf026fd38f30483ac07,,0xe019a62fb73fd9d0e5c1a34f5f12827f02f8cefc8db6cb4a1be0feb3676a8e14,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2142,semantic__displacement__2142,2142,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 2142: atacante no índice 275 antes da vítima no índice 276, mesmo seletor, similaridade de calldata 0.800 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0xd0b3c87dd5445f016fde76b72259efe9a7cf2c0c1a277433175af5cef6a34c84,,0x018007421a301180a709b12f0437a3bb89f6a85fa4c4c5bd12fe56c56e398168,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2144,semantic__displacement__2144,2144,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 2144: atacante no índice 276 antes da vítima no índice 277, mesmo seletor, similaridade de calldata 0.800 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0x018007421a301180a709b12f0437a3bb89f6a85fa4c4c5bd12fe56c56e398168,,0xcb49c70664cab7ad24c852447b5d2364cb0f9f994d673a9e24bee7d4a9193a50,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2147,semantic__displacement__2147,2147,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 2147: atacante no índice 277 antes da vítima no índice 278, mesmo seletor, similaridade de calldata 0.800 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0xcb49c70664cab7ad24c852447b5d2364cb0f9f994d673a9e24bee7d4a9193a50,,0xab372f8242bbea9fa6c0e45dd9b4fb0fddd28de280e6331b0d636c59bcd94dcd,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2152,semantic__displacement__2152,2152,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 2152: atacante no índice 282 antes da vítima no índice 283, mesmo seletor, similaridade de calldata 0.800 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0xecc3d8243b9dd2478445494e901e8b0aae3a2c3873e1aad0b64bd6b0c8911bf6,,0x8d4031abf12ea14e180493f792201a9bd80bc399b2edd2601205830ad6de5ed8,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2154,semantic__displacement__2154,2154,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 2154: atacante no índice 284 antes da vítima no índice 285, mesmo seletor, similaridade de calldata 0.800 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0x15c7cb9f1f3b15541ac9e4b193c0557a78e999a9d658b7bd9044207f1be2597c,,0x7b1181f8e566b9381f72ee4977f881f65c2572957265201ba20fac5e6a970373,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2158,semantic__displacement__2158,2158,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 2158: atacante no índice 287 antes da vítima no índice 288, mesmo seletor, similaridade de calldata 0.800 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0xeca31f7b884d65866bc8a286b0c060828aa33c64871fda6849149ec19469861e,,0xd13ab7f29d7f26d6398beed6beb1a0dd8aad05961af24a6c0ea05ce981dd6506,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2159,semantic__displacement__2159,2159,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 2159: atacante no índice 286 antes da vítima no índice 287, mesmo seletor, similaridade de calldata 0.800 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0xed39e33c40718a8f3f826d23e012c7ad0cd37dee8ec173e6df0f4a3241140c30,,0xeca31f7b884d65866bc8a286b0c060828aa33c64871fda6849149ec19469861e,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2170,semantic__displacement__2170,2170,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 2170: atacante no índice 297 antes da vítima no índice 298, mesmo seletor, similaridade de calldata 1.000 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0x1fd671552ca7fca731ba21e9a61b7a0f42c8fe942ef64fde8fffec4e3a3ef112,,0x9926b6464481c0f38022b5363fdaa02c41414a8bef629d74c8126199f8369319,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2173,semantic__displacement__2173,2173,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 2173: atacante no índice 298 antes da vítima no índice 299, mesmo seletor, similaridade de calldata 0.800 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0x9926b6464481c0f38022b5363fdaa02c41414a8bef629d74c8126199f8369319,,0xca2223339e092f8008c4413740971360509e89386bb68df50833207da7ffa2c8,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2177,semantic__displacement__2177,2177,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 2177: atacante no índice 306 antes da vítima no índice 307, mesmo seletor, similaridade de calldata 0.800 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0x06512308f5e258742ed2f9f861177cb30fbf5773bd5a215294e733f549f1dcf6,,0x43e10631bb11084cec65259d9fa8b41ef8874aee021f7e7f971cfdc7a30935eb,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2178,semantic__displacement__2178,2178,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 2178: atacante no índice 307 antes da vítima no índice 308, mesmo seletor, similaridade de calldata 1.000 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0x43e10631bb11084cec65259d9fa8b41ef8874aee021f7e7f971cfdc7a30935eb,,0x3bd17f76e525bb1b45011863eea74922298360ce7721385083ec4fc0cfe5b186,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2181,semantic__displacement__2181,2181,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 2181: atacante no índice 309 antes da vítima no índice 310, mesmo seletor, similaridade de calldata 0.800 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0x4d473380d51100b6d7cf617c49a38f31e42e14aac0725740dff3782ae6564597,,0x619d5169498f9cd86642f32e213ba1c59ee670d241f0d23312de58239f390de6,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2183,semantic__displacement__2183,2183,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 2183: atacante no índice 311 antes da vítima no índice 312, mesmo seletor, similaridade de calldata 0.800 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0x0273a48e4e95645cc7ea17b42245418166c72c2b13a1a9139b7607781895ceb3,,0x50b5cfc441de6e4251e699dabb097988212d8634635541d8f18537ed1cc16fba,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2188,semantic__displacement__2188,2188,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 2188: atacante no índice 314 antes da vítima no índice 315, mesmo seletor, similaridade de calldata 1.000 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0xf55a262b1ea0d362e76e3cbe571e06b83725fc617f121c85a5933fe4b784810a,,0xb136c0e1c3bc155f557949fbdb4b7ec0cad75fba94de16cbdda483baa7385bf1,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2194,semantic__displacement__2194,2194,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 2194: atacante no índice 320 antes da vítima no índice 321, mesmo seletor, similaridade de calldata 1.000 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0xf4dd16ed52d1e946644184b254624293328130930142fafb14ee6f18f2edf2f2,,0x7e498f8d6b0f69c60bee18154374612c4a7b041c8790551a44892499d773d8eb,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2196,semantic__displacement__2196,2196,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool|chamada_idêntica,"Displacement provável no evento 2196: atacante no índice 321 antes da vítima no índice 322, mesmo seletor, similaridade de calldata 1.000 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0x7e498f8d6b0f69c60bee18154374612c4a7b041c8790551a44892499d773d8eb,,0xee86dda4e8ad17cbe537f06a8f469fecea7a9ac0406aa595f88bb9740bcb0e63,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2200,semantic__displacement__2200,2200,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 2200: atacante no índice 323 antes da vítima no índice 324, mesmo seletor, similaridade de calldata 0.800 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0x65b9da949d427dcb6cebd3b8209b02217f1e99c2fa92b2c851bdc0446b9091df,,0xe203678053a5ed35c16da59e84cf36f7db44ba2a65a16da8a78fb7a9c835954f,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2208,semantic__displacement__2208,2208,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 2208: atacante no índice 85 antes da vítima no índice 86, mesmo seletor, similaridade de calldata 0.800 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0x66f048db1d96efe32a5d0dc415c33b912bed09440112584620dea9161dc8a131,,0x46df788d9c22c3da4e1437e9c8645aa085816cf7c553659959e2ffa6552fddd6,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2214,semantic__displacement__2214,2214,estresse_pre_dencun_2024,displacement,displacement,probable,provável,média,semântica_compatível|ordem_no_bloco_compatível|mesmo_pool,"Displacement provável no evento 2214: atacante no índice 91 antes da vítima no índice 92, mesmo seletor, similaridade de calldata 0.800 e pool comum 0x198063c23ac1317ff3cc57d9f54faac6b675d89f. Status atacante=1 e vítima=1. Não há efeito adverso suficiente para confirmação estrita sem evidência adicional de mempool/causalidade. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0xfd12ad2a09a9dc91913302fbc4887755915b7544ec7054a6c3a5162187a40441,,0x719ce9d5b5fe91c4e1a1c7829b881781a4c0650588dfa8a7449f5e1b660dce06,uniswap_v3,0x198063c23ac1317ff3cc57d9f54faac6b675d89f,requires_token_valuation,0,1
estresse_pre_dencun_2024::semantic__displacement__2217,semantic__displacement__2217,2217,estresse_pre_dencun_2024,displacement,displacement,confirmed,confirmado,alta,semântica_compatível|ordem_no_bloco_compatível|vítima_revertida|fluxo_econômico_compatível,"Displacement confirmado no evento 2217: atacante no índice 92 e vítima no índice 93, mesmo destino, valor, seletor e calldata (similaridade 0.800); atacante executou e recebeu o token, enquanto a vítima reverteu. Preço efetivo do gás do atacante=32919986530 wei e da vítima=32919667122 wei. Decisão produzida pelo protocolo de adjudicação assistida.",Marcelo Corni Alves,2026-09-21T00:35:00.406610+00:00,assisted_deterministic,valid,0x719ce9d5b5fe91c4e1a1c7829b881781a4c0650588dfa8a7449f5e1b660dce06,,0xb13ebafffc23c41f603029b8dc5e5153f689c6aa69146f2630276dc0dc15a8c0,,,requires_token_valuation,1,1
